,qty,predict,day
0,0.0,0.0,126
1,0.0,0.0,127
2,0.0,0.0,128
3,0.0,0.0,129
4,0.0,0.0,130
5,0.0,0.0,131
6,0.0,0.0,132
7,0.0,0.0,133
8,0.0,0.0,134
9,0.0,0.0,135
10,0.0,0.0,136
11,0.0,0.0,137
12,0.0,0.0,138
13,0.0,0.0,139
14,0.0,0.0,140
15,0.0,0.0,141
16,0.0,0.0,142
17,0.0,0.0,143
18,0.0,0.0,144
19,0.0,0.0,145
20,0.0,0.0,146
21,0.0,0.0,147
22,0.0,0.0,148
23,0.0,0.0,149
24,0.0,0.0,150
25,0.0,0.0,151
26,0.0,0.0,152
27,0.0,0.0,153
28,0.0,5.386161838760728e-07,154
29,0.0,5.386161838760728e-07,155
30,0.0,5.386161838760728e-07,156
31,0.0,5.386161838760728e-07,157
32,0.0,5.386161838760728e-07,158
33,0.0,5.386161837650505e-07,159
34,0.0,5.386161837650505e-07,160
35,0.0,5.386161838760728e-07,161
36,0.0,5.386161838760728e-07,162
37,0.0,5.386161838760728e-07,163
38,0.0,5.386161838760728e-07,164
39,0.0,5.386161838760728e-07,165
40,0.0,5.386161837650505e-07,166
41,0.0,5.386161837650505e-07,167
42,0.0,5.386161838760728e-07,168
43,0.0,5.386161838760728e-07,169
44,0.0,5.386161838760728e-07,170
45,0.0,5.386161838760728e-07,171
46,0.0,5.386161838760728e-07,172
47,0.0,5.386161837650505e-07,173
48,0.0,5.386161837650505e-07,174
49,0.0,5.386161838760728e-07,175
50,0.0,5.386161838760728e-07,176
51,0.0,5.386161838760728e-07,177
52,0.0,5.386161838760728e-07,178
53,0.0,5.386161838760728e-07,179
54,0.0,5.386161837650505e-07,180
55,0.7040000000000001,5.386161837650505e-07,181
56,0.0,0.0,126
57,0.0,0.0,127
58,0.0,0.0,128
59,0.0,0.0,129
60,0.0,0.0,130
61,0.0,0.0,131
62,0.0,0.0,132
63,0.0,0.0,133
64,0.0,0.0,134
65,0.0,0.0,135
66,0.0,0.0,136
67,0.0,0.0,137
68,0.0,0.0,138
69,0.0,0.0,139
70,0.0,0.0,140
71,0.0,0.0,141
72,0.0,0.0,142
73,0.0,0.0,143
74,0.0,0.0,144
