,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
250,0.35200000000000004,0.6439999999999999,0.0,0.0,0.308,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9339999999999999,0.0,1.924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,0.0,2.0,0.0,0.244,1.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.312,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28800000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.582,0.0,0.0,0.298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.406,0.0,0.0,0.0,0.0
251,6.004,0.0,3.0460000000000003,7.953,10.166,11.395,0.02,0.0,0.008,0.004,2.0,2.0,4.619000000000001,11.424000000000001,4.6,8.421000000000001,6.0,0.136,4.24,10.514,8.078,4.4990000000000006,3.3019999999999996,9.986,0.0,0.424,0.004,3.7060000000000004,4.257999999999998,18.21,4.007999999999999,2.004,2.083,6.208,11.270999999999999,0.0,8.824,0.02,2.0,0.0,28.0,4.699,2.2,7.002,6.887999999999999,3.0,23.416,7.105,6.023999999999999,16.289,5.004,8.107,16.0,1.2489999999999999,0.002,12.587,4.0,19.668000000000003,0.0,7.8660000000000005,4.005,1.1159999999999999,10.004,4.115,34.367,0.23399999999999999,1.4540000000000002,2.6,10.01,0.003,8.5,2.144,2.001,13.010000000000002,32.565000000000005,6.455000000000001,5.136,5.069,0.6910000000000001,32.126,8.215,7.556,0.202,3.0,3.546,2.354,8.677,0.0,5.833,10.928,7.282,7.0,2.0,4.632,6.723000000000001,28.492,5.159999999999999,1.246,0.588,17.114,6.065999999999999,2.652,7.2,1.614,10.922999999999998,7.978,2.0,2.621,6.2,28.0,6.9,8.0,18.005,0.469,2.0,0.15600000000000003,4.0,27.093,2.232,3.18,0.4,16.505,1.071,0.9020000000000001,28.4,2.676,9.703999999999999,2.684,1.444,2.214,1.046,5.001,4.0,10.3,32.730000000000004,0.0,18.0,2.299,2.482,18.15,2.608,0.0,0.202,31.492000000000004,9.0,0.752,0.004,34.005,2.003,9.001999999999999,2.0,15.276,0.185,0.2,6.384,38.157999999999994,0.632,2.005,5.1000000000000005,0.67,36.001,6.816,2.3,8.301,0.42800000000000005,12.232999999999999,24.046000000000003,0.015,0.596,2.003,11.006,13.0,5.37,29.019,4.546,0.0,4.0600000000000005,20.649,2.5,13.0,2.0,14.712
225,0.44899999999999995,0.0,0.0,130.0,128.78,0.001,0.0,128.0,0.001,0.0,0.0,0.0,0.0,1.264,1.328,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.7140000000000001,0.778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.338,0.0,0.0,1.328,2.656,0.0,0.0,1.328,0.34600000000000003,0.668,1.408,3.614,7.256,1.328,0.0,0.0,0.0,0.0,17.647,0.134,4.734,2.152,2.2600000000000002,0.5,2.548,0.0,0.0,0.0,1.36,1.4780000000000002,0.0,0.0,1.1929999999999998,0.0,0.0,0.0,2.224,0.40700000000000003,0.278,0.336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9420000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,2.224,0.0,1.3239999999999998,0.0,1.0979999999999999,0.0,1.84,2.088,1.6880000000000002,4.168,1.354,0.0,0.0,2.074,0.0,392.44,2.96,1.6280000000000001,1.5299999999999998,0.0,0.0,0.52,2.14,1.57,0.0,0.972,1.03,0.0,0.0,0.0,0.0,0.738,1.9,0.0,0.0,0.0,0.0,2.298,2.008,0.0,1.764,4.609999999999999,1.2919999999999998,0.318,0.0,0.0,0.868,0.0,2.0180000000000002,1.9480000000000002,0.0,0.836,1.734,2.9,1.422,0.0,2.2720000000000002,1.4580000000000002,0.0,0.0,1.0,0.588,0.0,0.0,0.0,1.8780000000000001,0.0,0.002,1.536,1.408,0.0,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.122
220,2.155,10.208,14.672,10.661999999999999,11.350000000000001,35.691,4.805999999999999,0.0,3.63,5.89,12.407999999999998,12.156999999999998,6.532000000000001,10.422999999999998,11.334000000000001,7.359999999999999,11.112,9.932,12.166,4.22,20.858999999999998,8.405999999999999,4.744,13.748,6.598,6.067,5.844000000000001,9.806000000000001,9.512,9.299,9.35,4.515,5.098,15.165000000000001,8.799999999999999,6.2940000000000005,9.527999999999999,3.023,1.879,4.554,13.417,8.168999999999999,3.478,5.708,12.366,3.737,2.544,8.86,8.764000000000001,4.077999999999999,4.974,13.8,2.0679999999999996,11.331000000000001,10.55,11.174999999999999,6.432,4.941,2.447,2.8400000000000003,6.571000000000001,10.464,5.275,0.97,10.95,3.0860000000000003,9.44,9.272000000000002,8.219000000000001,10.973,1.462,7.3919999999999995,4.854,6.65,7.742000000000001,5.9030000000000005,5.525,3.839,2.944,10.272,3.674,10.540000000000001,6.771999999999999,15.860999999999999,2.13,4.165,4.3740000000000006,14.229,9.751999999999999,16.622999999999998,13.213,13.216000000000003,4.202,11.325999999999999,6.059,22.080000000000002,15.188,7.714,8.045,2.188,15.553999999999998,7.446,6.962,14.812,10.794,13.164,15.605,9.723999999999998,4.752,14.663,20.191,2.078,5.428,6.926,4.611999999999999,5.391,1.7120000000000002,9.817,8.85,13.652,0.0,4.506,6.0120000000000005,2.184,4.995,20.700000000000006,4.556,6.720000000000001,5.471,8.574,2.7539999999999996,11.891000000000002,1.748,0.642,3.059,1.7160000000000002,18.494,43.749,49.05399999999999,14.102,6.172000000000001,4.565,3.13,10.566,8.545,0.746,9.459999999999999,7.317,1.212,8.110000000000001,3.8720000000000003,17.278,9.244,7.438000000000001,3.836,0.007,3.466,4.752000000000001,2.0,10.116000000000001,7.31,2.508,1.91,1.6019999999999999,3.46,9.576,10.062,1.236,0.0,2.148,11.934000000000001,3.524,1.824,6.66,5.458,7.712000000000001,3.356,7.484,2.527,3.668,6.121,5.046
221,12.546000000000001,2.2199999999999998,4.377999999999999,14.888,2.683,19.758,4.4079999999999995,1.2699999999999998,6.554,4.274000000000001,5.578000000000001,8.504,2.946,4.363,22.976000000000003,14.391000000000002,8.639999999999999,10.645999999999997,5.576,16.573,6.3690000000000015,12.164000000000001,1.92,7.5489999999999995,8.563,4.8180000000000005,4.9639999999999995,3.4799999999999995,2.9400000000000004,5.861999999999999,3.457,0.668,10.266000000000002,7.76,3.427,2.021,7.752,2.242,2.4199999999999995,11.084000000000001,6.204000000000001,5.467999999999999,2.264,6.414000000000001,4.857,2.714,1.05,6.384,5.281999999999999,276.942,8.123999999999999,4.494,3.0220000000000002,6.63,0.52,6.616,5.432,6.038,4.5489999999999995,8.154000000000002,7.247999999999999,13.133000000000001,6.682,0.8769999999999999,2.6919999999999997,3.656,3.903,4.491999999999999,5.085999999999999,6.008,0.48,1.059,4.408,5.574,2.597,13.951999999999998,16.5,3.8439999999999994,4.478,9.212,3.3420000000000005,3.8339999999999996,2.012,5.7299999999999995,3.692,5.339,11.812000000000001,10.64,11.452,14.022,6.106000000000001,3.6400000000000006,2.348,1.1480000000000001,0.776,1.646,10.524000000000001,0.846,6.976000000000002,0.0,0.978,3.6769999999999996,2.012,13.312000000000003,5.904,7.601,6.7540000000000004,8.158,0.0,3.9499999999999997,7.695000000000001,9.72,8.376,0.196,1.782,3.75,3.9560000000000004,16.41,11.388,5.875000000000001,3.552,11.731999999999998,9.459999999999999,6.0840000000000005,3.6159999999999997,8.271,3.234,9.975999999999996,14.923,6.470000000000001,5.437,4.353999999999999,3.206,5.326,3.776,3.444,11.872,6.904,11.786000000000001,4.33,2.502,2.7800000000000002,7.319999999999999,14.303999999999997,9.689,2.192,1.216,4.625,1.0339999999999998,7.451999999999999,6.186,12.645999999999999,2.5120000000000005,7.577000000000001,3.404,2.1959999999999997,0.0,3.09,3.71,5.732,1.84,2.424,2.144,3.508,2.888,3.476,5.734,0.0,0.8500000000000001,2.248,6.156000000000001,0.0,4.385999999999999,7.407,6.484,0.686,3.4160000000000004,2.576,4.750000000000001,3.6209999999999996,4.546,1.9849999999999999
273,0.9059999999999999,5.92,0.0,2.032,3.254,4.52,0.0,0.5820000000000001,2.056,0.294,0.0,0.746,0.0,0.0,2.3619999999999997,2.68,3.384,1.508,2.232,3.736,1.46,1.288,4.78,0.74,1.6720000000000002,0.0,2.476,0.0,0.0,1.54,2.3560000000000003,0.0,1.916,7.359999999999999,17.782,0.0,0.866,0.0,1.48,2.5,1.25,2.4560000000000004,2.682,1.258,1.496,0.0,0.14,2.262,1.7120000000000002,1.25,4.814,0.0,0.0,0.0,0.0,3.6799999999999997,0.0,1.6560000000000001,0.89,0.0,2.5,1.6179999999999999,7.944000000000001,0.904,5.24,0.0,0.0,0.0,0.0,1.25,1.6720000000000002,0.5760000000000001,0.0,0.158,1.25,1.8259999999999998,5.334,0.0,1.4500000000000002,2.5780000000000003,1.48,0.648,0.0,0.0,0.0,0.0,5.0,12.134,0.22,0.0,0.8140000000000001,9.93,0.0,11.602,0.0,0.0,10.82,0.672,5.47,12.0,5.322,0.604,5.0,5.304,1.572,0.0,1.03,5.0,0.0,0.442,0.366,0.484,10.154,5.356,5.0,0.266,4.25,1.424,0.0,5.904,0.0,5.0,11.062,1.0659999999999998,0.0,0.0,0.0,0.5640000000000001,1.3920000000000001,5.148,0.0,0.0,1.7959999999999998,11.072000000000001,5.1240000000000006,0.0,0.76,5.0,0.156,0.0,0.0,0.648,0.0,0.0,9.538000000000002,10.522,5.0,18.554000000000002,0.54,0.5579999999999999,0.114,5.0,1.6480000000000001,6.684,0.0,5.42,0.0,5.0,0.58,0.0,0.0,15.0,0.38,0.0,1.04,5.596,0.38,0.136,1.3299999999999998,0.512,0.916,0.0,5.886,9.0,10.182,0.11800000000000001,0.0,0.0,6.2059999999999995,15.56,0.0,10.381
231,90.946,27.331,215.49300000000002,44.873,86.58400000000002,66.86599999999999,3.001,4.7620000000000005,10.450999999999999,88.448,0.129,12.003,42.56499999999999,166.002,208.18599999999998,10.001,0.002,128.001,25.598,30.461,145.879,12.01,0.609,32.208,0.21,14.714,176.88200000000006,75.711,31.0,155.292,0.001,12.0,13.093,293.989,106.001,2.002,25.102,32.0,76.0,0.37200000000000005,97.05700000000002,21.74,33.001999999999995,85.802,42.305,0.41000000000000003,21.758999999999997,91.142,52.39899999999999,16.204,42.27299999999999,91.607,11.0,112.366,176.114,56.00399999999999,1.904,41.352000000000004,15.001,3.1999999999999997,127.53,379.044,96.364,69.24199999999999,30.002000000000002,11.001,11.0,77.0,55.0,10.602,22.148,50.721000000000004,40.003,28.242000000000004,73.47,269.206,77.159,22.384999999999998,34.186,30.834,40.43,74.294,34.803,283.002,0.456,147.30600000000004,21.822000000000003,62.364999999999995,50.068000000000005,229.0,143.149,44.721000000000004,37.706,11.635,3.001,97.482,32.016,45.653000000000006,10.186,21.003,59.546,106.281,228.00400000000002,41.23400000000001,73.252,22.208,0.002,26.438000000000002,43.878,89.24100000000001,44.891000000000005,220.273,43.815,31.98,89.64500000000001,11.001,59.264,179.03799999999998,20.466,12.001,3.23,107.81400000000001,33.25899999999999,88.027,16.15,44.382,1.4060000000000001,32.467,33.887,35.257,13.0,25.456999999999997,56.0,10.0,42.001,12.001999999999999,41.329,0.608,43.995999999999995,36.184,14.357,52.199999999999996,21.306,51.979,54.089999999999996,30.999000000000002,153.14700000000002,32.386,58.714,1.9769999999999996,43.903,45.394,58.0,152.145,53.0,58.961999999999996,33.861999999999995,12.156,22.076,36.001,21.476999999999997,45.142,1.001,14.002999999999998,26.503000000000004,25.198999999999998,20.76,3.466,22.674,42.409,26.55,64.006,34.317,41.564,37.402,10.306,33.021,25.354999999999997,22.439,35.269,25.148,73.474
227,1.802,2.46,8.022,1.3699999999999999,1.8139999999999998,4.334,1.741,0.47200000000000003,0.0,0.0,1.242,0.0,0.17,0.005,0.49200000000000005,1.4280000000000002,0.406,0.592,0.0,1.146,1.4499999999999997,3.316,0.858,1.196,0.0,0.5,0.6380000000000001,1.554,0.452,0.9339999999999999,0.0,1.608,0.8619999999999999,0.44,0.0,0.626,0.0,0.34600000000000003,0.312,0.456,0.0,0.684,0.45,1.482,0.0,0.0,0.78,1.244,0.316,0.228,0.0,1.134,0.0,1.038,0.0,0.0,0.126,0.0,0.0,0.44799999999999995,1.1880000000000002,1.024,0.488,0.0,0.0,0.0,0.302,0.444,0.0,0.718,0.8420000000000001,0.56,0.0,0.9,0.0,1.276,0.0,0.0,0.5660000000000001,0.36,0.61,0.256,0.0,0.168,0.0,0.0,0.316,0.43200000000000005,0.406,0.0,0.0,0.0,0.462,0.16399999999999998,0.0,0.424,0.0,0.0,0.0,0.0,0.204,0.0,0.0,1.1420000000000001,0.0,0.0,0.28600000000000003,0.0,0.23,0.0,0.547,0.35200000000000004,0.0,0.0,1.018,0.0,0.0,0.386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.782,0.248,0.794,0.0,0.0,0.0,0.0,0.0,0.854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.726,0.28800000000000003,0.218,0.0,0.0,0.0,0.0,0.0,1.274,0.0,0.0,1.552,0.0,0.41200000000000003,0.0,0.0,0.818,0.0,0.0,0.452,0.0,1.296,1.64
226,1.6340000000000001,3.6820000000000004,0.0,0.0,1.418,3.4219999999999997,0.0,0.0,0.0,0.0,0.0,1.37,9.23,0.0,3.058,1.094,4.33,0.504,0.254,4.588,0.0,6.866,1.694,0.47200000000000003,0.698,2.51,1.216,7.33,0.55,0.98,0.0,1.942,0.0,3.31,1.306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1320000000000001,0.0,0.0,0.0,6.460000000000001,3.418,0.0,1.9140000000000001,1.3559999999999999,0.7,0.0,1.966,0.0,0.0,1.784,0.646,1.5859999999999999,0.484,1.172,0.0,0.0,0.6659999999999999,0.0,0.0,2.034,0.0,4.684,0.0,0.59,4.834,0.46799999999999997,0.0,0.0,5.718,0.0,0.872,0.0,3.1860000000000004,0.0,3.754,5.140000000000001,1.48,8.91,0.0,3.7899999999999996,1.858,4.806000000000001,1.044,4.438,0.76,0.508,3.018,4.324,2.6999999999999997,0.0,1.081,0.0,5.758,0.758,0.001,5.996,3.56,0.0,4.904,5.3260000000000005,0.58,5.792000000000001,3.702,17.022,4.861000000000001,0.0,4.061999999999999,5.03,0.0,0.0,1.452,3.242,0.0,0.0,3.9480000000000004,0.0,3.2199999999999998,0.278,3.302,11.112000000000002,2.458,2.228,0.0,2.1719999999999997,0.0,0.0,6.482,0.0,4.868,0.0,2.39,2.354,4.212,2.4499999999999997,0.0,0.49200000000000005,5.704000000000001,0.0,2.52,0.0,2.3600000000000003,0.0,11.674,2.232,2.7540000000000004,4.063999999999999,1.2319999999999998,1.3719999999999999,1.762,0.0,0.654,2.6399999999999997,0.324,0.858,12.463999999999999,0.0,1.548,1.7,2.542,1.986,1.484,0.954,7.562,0.0,1.3259999999999998,6.1240000000000006,2.8680000000000003,1.024,4.792,3.856,1.548,4.828,4.505999999999999,2.032
228,0.46399999999999997,0.1,0.0,0.0,0.0,0.254,0.0,0.0,0.0,0.0,0.0,0.336,0.0,0.0,0.0,0.0,0.16399999999999998,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055999999999999994,0.0,0.0,0.0,0.292,0.0,0.11,0.0,0.08199999999999999,0.0,1.0,0.0,0.0,0.15200000000000002,0.192,0.14600000000000002,0.504,0.0,0.0,0.13,0.0,0.0,0.184,0.0,0.6559999999999999,1.84,0.0,0.7040000000000001,0.0,0.064,0.0,0.462,0.0,0.0,0.0,0.0,0.0,0.0,0.12000000000000001,0.055999999999999994,0.0,0.568,1.3319999999999999,0.066,0.0,0.46799999999999997,0.0,0.0,1.576,0.0,0.0,0.0,0.0,0.0,0.0,0.506,0.364,0.0,0.0,0.0,0.782,0.5700000000000001,1.294,0.58,0.06,0.0,0.0,0.528,0.0,0.6459999999999999,0.518,1.6340000000000001,0.0,0.0,0.48,0.0,0.066,4.66,0.092,0.0,0.3,0.0,0.0,0.0,0.8140000000000001,0.5640000000000001,0.406,0.0,0.0,0.006999999999999999,0.526,0.0,0.82,0.0,0.9620000000000001,0.0,0.0,0.0,0.0,0.0,0.11199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08800000000000001,0.0,0.0,0.132,0.0,0.0,0.0,0.0,1.13,2.4579999999999997,0.326,0.312,0.0,0.884,0.0,0.388,0.0,0.0,0.0,0.0,0.174,0.0,1.25,0.0,0.0,0.168,0.0,0.0,0.0,0.506,2.292,0.172,0.954,0.766,0.0,0.0,0.0,0.182
