,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
25012,1.304,0.47,0.0,1.35,0.0,0.0,0.0,0.244,0.204,0.0,0.24,0.552,0.0,0.0,0.0,0.28800000000000003,0.34,0.348,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,0.0,0.406
25111,8.0,5.0,18.0,10.0,15.067,36.0,45.333,36.067,14.0,8.067,20.0,15.067,10.0,9.0,25.0,7.0,12.0,4.0,11.0,27.0,11.0,21.0,5.0,8.0,18.0,11.0
22511,0.44799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.134,0.33799999999999997,0.0,0.278,0.0,0.0,0.0,392.44,0.0,0.0,0.0,0.318,0.0,0.10400000000000001,0.0,0.0,0.0,0.0
22008,19.582000000000004,4.572,7.234,13.238999999999997,11.342,9.457,7.266000000000001,10.933,6.4639999999999995,12.641,4.899000000000001,15.318,9.025,21.188,15.227,4.894,13.643,11.907999999999998,4.321,0.8880000000000001,3.032,4.516,0.39,0.9079999999999999,1.8339999999999999,3.458
22013,17.576,12.134000000000002,7.764000000000001,1.6099999999999999,2.264,3.4479999999999995,7.295999999999999,3.178,6.2059999999999995,2.25,0.001,0.0,1.1540000000000001,0.0,0.0,0.0,0.0,0.0,0.522,0.0,0.0,0.0,0.0,0.0,0.0,0.442
22120,5.695,3.532,14.548,1.2630000000000001,0.8140000000000001,0.9940000000000001,2.387,272.93,1.8559999999999999,0.306,0.7330000000000001,0.8,1.058,0.976,0.758,0.15,0.136,0.0,0.0,0.292,0.0,0.382,0.0,0.0,0.0,0.0
22103,20.410999999999994,4.997,10.982999999999999,12.036000000000001,8.084999999999999,4.33,5.478000000000001,8.274,3.787,3.1899999999999995,11.496000000000002,5.244000000000001,19.644000000000002,3.859,4.048,4.942,6.054,9.765000000000002,9.453999999999999,9.787999999999998,9.443999999999999,11.331999999999999,2.932,1.912,8.642,6.296000000000001
27300,16.632000000000005,3.678,17.362000000000002,10.956,30.954,8.552,9.55,9.744,14.607999999999997,7.394,10.816,6.156000000000001,18.167999999999996,33.023999999999994,35.272000000000006,7.322,26.45,23.032,8.9,22.112,25.708,33.098,11.0,22.532,27.826,32.265
22190,4.516,0.734,4.274000000000001,1.152,2.664,2.078,1.6139999999999999,0.0,1.708,0.74,1.48,1.1920000000000002,0.0,0.20900000000000002,0.001,0.002,0.002,0.424,0.002,0.0,0.001,0.184,0.0,0.0,0.001,0.003
23110,515.492,318.922,542.134,304.51,603.8,248.82400000000004,323.172,493.204,653.398,261.0,552.422,514.556,649.035,259.5,536.001,438.3,427.001,270.445,188.0,177.0,369.5,383.001,208.002,127.50200000000001,252.001,208.149
22172,4.791,3.03,4.770000000000001,1.3719999999999999,0.56,2.515,0.084,0.617,4.2700000000000005,2.476,1.4999999999999998,2.968,2.42,2.538,1.26,1.37,3.762,1.4420000000000002,2.159,1.6039999999999999,1.614,0.996,0.0,0.0,0.8180000000000001,0.43799999999999994
