,0,1,2,3,4,5
250,6.632000000000001,5.26,0.996,2.136,1.228,1.9140000000000001
251,126.80700000000002,233.73399999999987,225.91599999999988,227.9259999999999,250.676,281.2109999999999
225,391.316,46.78500000000001,15.677999999999999,420.64699999999993,28.655999999999995,10.265
220,282.2920000000001,219.18399999999997,219.9230000000001,295.3639999999998,274.622,163.26300000000003
221,225.93900000000036,428.11699999999973,187.75600000000003,159.056,193.501,111.99200000000003
273,48.628,61.34599999999999,53.78200000000001,108.78599999999999,93.614,106.95499999999998
231,1750.9259999999986,1728.4929999999986,2458.6850000000004,1852.239999999999,1188.2839999999992,1123.0809999999992
227,37.46,13.514000000000003,10.856,5.215,3.692,8.676
226,55.92000000000001,28.5,54.446,89.919,74.224,81.03600000000002
228,2.2279999999999998,5.344000000000001,6.2860000000000005,13.994000000000002,2.6470000000000002,11.962000000000002
272,1988.9349999999993,1047.0989999999993,2043.4769999999996,4745.777000000001,545.6249999999997,1061.421
270,1409.9179999999997,8289.469,3820.098000000002,6595.703000000002,8694.190999999999,10397.259999999998
274,662.6639999999993,240.0970000000002,192.15200000000016,1870.524,130.72000000000006,693.0399999999996
271,4.778,4.176,5.744,5.645999999999999,5.738000000000001,7.239999999999998
229,0.11599999999999999,0.29,0.18,0.38400000000000006,0.068,0.32399999999999995
254,0.0,0.0,0.504,0.0,1.1219999999999999,1.59
