,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
2501,1.304,0.47,0.0,1.35,0.0,0.0,0.0,0.244,0.204,0.0,0.24,0.552,0.0,0.0,0.0,0.28800000000000003,0.34,0.348,0.0,0.0,0.8799999999999999,0.0,0.0,0.0,0.0,0.406
2511,12.0,7.0,18.0,10.506,15.067,36.0,47.333,40.567,14.0,8.067,20.0,15.067,11.248000000000001,9.0,25.386000000000003,7.0,12.0,7.0920000000000005,11.282,27.282,11.0,21.0,5.0,8.0,20.0,11.0
2251,0.44799999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.22,0.134,0.33799999999999997,0.0,0.278,0.0,0.0,0.0,392.44,0.0,0.0,0.0,0.318,0.0,0.10400000000000001,0.0,0.0,0.0,0.0
2200,31.522000000000002,7.6819999999999995,13.916,18.104999999999993,19.484,16.517,23.424999999999997,31.963,13.393,25.663000000000004,15.651,35.16499999999999,20.808000000000003,37.544000000000004,21.419,14.768000000000002,23.458999999999996,20.05,14.985,10.315000000000001,20.919,25.756999999999998,17.702,6.346,6.814,8.728000000000002
2201,27.522000000000002,17.324999999999996,24.018,7.589,8.568,5.66,10.176,4.724,10.709999999999999,3.406,0.8089999999999999,0.0,1.4960000000000002,0.0,0.0,0.0,0.0,0.0,0.866,0.001,0.0,0.0,0.0,0.0,0.22,1.8259999999999998
2212,5.695,3.532,14.548,1.2630000000000001,0.8140000000000001,0.9940000000000001,2.387,272.93,1.8559999999999999,0.306,0.7330000000000001,0.8,1.058,0.976,0.758,0.15,0.136,0.0,0.0,0.292,0.0,0.382,0.0,0.0,0.0,0.0
2210,33.24699999999999,18.139,31.413,21.218000000000004,16.279000000000007,11.174,11.686,19.546000000000003,23.401000000000007,15.173999999999998,28.482,16.376,46.174,10.877,22.163999999999998,32.776,34.68600000000001,36.05899999999999,36.623999999999995,29.485999999999997,29.625999999999994,30.024,13.761999999999997,11.817999999999998,17.41,16.447
2730,16.632000000000005,3.678,17.362000000000002,10.956,30.954,8.552,9.55,9.744,14.607999999999997,7.394,10.816,6.156000000000001,18.167999999999996,33.023999999999994,35.272000000000006,7.322,26.45,23.032,8.9,22.112,25.708,33.098,11.0,22.532,27.826,32.265
2219,4.516,0.734,4.274000000000001,1.152,2.664,2.078,1.6139999999999999,0.0,1.708,0.74,1.48,1.1920000000000002,0.0,0.20900000000000002,0.001,0.002,0.002,0.424,0.002,0.0,0.001,0.184,0.0,0.0,0.001,0.003
2311,519.492,319.922,545.134,306.51,608.8,253.82400000000004,324.172,499.204,660.398,263.0,555.422,518.556,651.035,266.98199999999997,538.001,440.3,431.001,274.445,192.0,183.0,371.5,389.001,215.002,132.502,260.001,216.149
2217,5.607,4.162000000000001,7.464,4.393999999999999,1.6,3.553,2.1,1.023,4.846,2.7520000000000002,2.2099999999999995,3.846,4.002,3.4340000000000006,2.214,2.822,4.514,1.586,3.541,2.83,3.2699999999999996,1.576,1.59,0.95,1.324,0.698
2512,12.884,10.540000000000001,7.213000000000001,5.113,28.323000000000004,4.125,7.499999999999998,18.32700000000001,21.677000000000003,40.132,40.74899999999999,36.02499999999999,14.033,34.551,7.324999999999999,38.797,30.38500000000001,37.010999999999996,3.509,46.001,29.018000000000004,28.019,73.21600000000001,38.214,31.323999999999998,28.022000000000002
2271,17.872000000000003,1.714,3.920000000000001,6.983999999999999,2.2359999999999998,1.3940000000000001,0.442,0.19,0.126,0.302,0.282,0.0,0.0,0.0,0.204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2260,5.6160000000000005,10.600000000000001,10.136,19.028,6.782,0.0,8.31,3.4939999999999998,0.0,5.35,4.542,12.952000000000002,20.842,12.049999999999999,11.796,32.626000000000005,7.774,9.186,15.442000000000002,14.956,11.104,12.876,2.32,17.413999999999998,12.138000000000002,13.878000000000002
2250,258.782,129.26500000000001,1.329,1.492,0.0,4.338,6.3260000000000005,12.386,12.293,5.048,3.8240000000000003,0.336,0.9420000000000001,2.225,8.038,7.596,8.778,3.572,2.638,11.972,4.8340000000000005,10.518,1.588,4.824,0.001,0.122
2313,11.462000000000002,1.0939999999999985,0.47000000000000003,2.8539999999999983,0.574,0.009000000000000001,1.264999999999999,5.814000000000001,0.989,0.607,3.5989999999999993,0.888,1.683,4.108,0.40700000000000003,6.029000000000003,3.1619999999999995,2.765999999999999,1.782,1.452,5.402,2.1039999999999996,2.8760000000000003,2.8759999999999994,6.752000000000002,6.6080000000000005
2211,8.404,4.744,18.932,9.535999999999998,7.078000000000001,11.286,6.406,5.577999999999999,10.098,3.609,6.325,5.374,7.588000000000001,3.548,5.268000000000001,6.162000000000001,6.234,9.386000000000001,5.67,13.342,6.773999999999999,9.102,3.904,4.434,7.084,3.1740000000000004
2283,0.564,0.0,0.16399999999999998,0.0,0.055999999999999994,0.16999999999999998,0.338,0.314,0.064,0.0,0.066,0.36,0.0,0.084,0.332,0.158,0.0,0.168,0.0,0.11199999999999999,0.08800000000000001,0.202,0.0,0.0,0.0,0.172
2213,1.5939999999999999,2.178,8.102,5.299,5.945,7.252,3.884,5.769,8.301,3.199,5.340000000000001,4.864,4.241,1.884,2.4539999999999997,1.9660000000000002,0.28600000000000003,1.1350000000000002,1.4329999999999998,1.488,0.332,0.764,0.28,1.42,1.7120000000000002,0.754
2720,1.2609999999999997,0.008,1.1059999999999999,0.56,0.5619999999999999,1.4909999999999992,8.026,9.017999999999999,0.20400000000000001,0.514,0.47000000000000003,0.278,0.014000000000000005,0.37000000000000005,214.01800000000003,1.3819999999999995,0.006,0.010000000000000002,8.012999999999998,6.011000000000002,0.013000000000000005,0.006,0.016000000000000007,0.011000000000000003,0.007,7.024000000000001
2724,678.0,304.0,228.0,776.0,720.0,0.0,0.0,308.0,0.0,206.0,604.0,0.0,1526.0,330.0,606.0,1272.0,2028.0,0.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,1052.0
2700,972.9429999999999,24.834999999999997,19.338999999999995,389.3570000000001,1351.046,3064.6980000000003,2709.433,1161.7870000000003,1420.3340000000003,973.365,1193.576,227.26500000000001,12.587999999999997,18.297999999999995,3854.5560000000005,1195.1820000000002,1511.1799999999998,1379.0309999999997,1715.1060000000002,4447.682000000001,13.227,2492.8460000000005,3611.3,2811.645000000001,1308.1100000000001,1326.8590000000002
2312,4.14,2.894,2.524,2.342,1.002,0.44,1.382,0.55,2.7039999999999997,0.0,1.928,0.49,1.448,1.1239999999999999,1.098,0.602,1.046,4.651999999999999,3.692,1.668,1.1760000000000002,1.4140000000000001,1.6560000000000001,0.652,1.798,2.2199999999999998
