,qty,predict,day
0,0.0,2.1540854411095456,147
1,0.0,2.1562671323080482,148
2,0.0,2.158565302200341,149
3,0.0,2.1609823753300317,150
4,0.0,2.1635207555627822,151
5,0.0,1.6109482127051855,152
6,0.0,1.6224941387525158,153
7,0.0,2.1718874375085346,154
8,0.0,2.174934621607596,155
9,0.0,2.178114772507801,156
10,0.0,2.18143014051683,157
11,0.0,2.184882945563878,158
12,0.0,1.6952298029486959,159
13,0.0,1.7079276620674646,160
14,0.0,2.196087698835552,161
15,0.0,2.200111797730138,162
16,0.0,2.2042839318545977,163
17,0.0,2.208606111658088,164
18,0.0,2.213080308319908,165
19,0.0,1.7875434047124372,166
20,0.0,1.8013808249559164,167
21,0.0,2.227434097376199,168
22,0.0,2.2325352467058344,169
23,0.0,2.23779763890237,170
24,0.0,2.2432229853487837,171
25,0.0,2.2488129503215637,172
26,0.0,1.8877721899484898,173
27,0.0,1.9027265603841328,174
28,0.0,2.2665864713341524,175
29,0.0,2.2728505759092896,176
30,0.0,2.279286879034915,177
31,0.0,2.2858967418737466,178
32,0.0,2.2926814719178923,179
33,0.0,1.9957252942836239,180
34,0.7040000000000001,2.0117630240803654,181
35,0.0,2.1540853376741365,147
36,0.0,2.1562670268496382,148
37,0.0,2.158565194691535,149
38,0.0,2.1609822657456297,150
39,0.0,2.163520643878074,151
40,0.0,1.6109480538437153,152
41,0.0,1.622493980034084,153
42,0.0,2.1718873193850254,154
43,0.0,2.17493450129552,155
44,0.0,2.178114649987882,156
45,0.0,2.1814300157706232,157
46,0.0,2.184882818574604,158
47,0.0,1.6952296452371707,159
48,0.0,1.7079275045473175,160
49,0.0,2.1960875650241483,161
50,0.0,2.20011166161805,162
51,0.0,2.2042837934296613,163
52,0.0,2.208605970909495,164
53,0.0,2.213080165238364,165
54,0.0,1.7875432484676068,166
55,0.0,1.8013806689439402,167
56,0.0,2.2274339472488713,168
57,0.0,2.2325350942180373,169
58,0.0,2.2377974840496626,170
59,0.0,2.243222828128135,171
60,0.0,2.24881279073104,172
61,0.0,1.887772035443342,173
62,0.0,1.9027264061475266,174
63,0.0,2.266586304631222,175
64,0.0,2.2728504068385416,176
65,0.0,2.279286707598897,177
66,0.0,2.285896568077007,178
67,0.0,2.2926812957655285,179
68,0.0,1.9957251417514752,180
69,0.0,2.011762871847255,181
