,qty,predict,day
0,0.0,0.48596177814109176,147
1,0.0,0.5065802670968446,148
2,0.0,0.5271987560525988,149
3,0.0,0.5478172450083515,150
4,0.0,0.539937196017072,151
5,0.0,0.22438106523918588,152
6,0.0,0.24037731808103846,153
7,0.0,0.4618988758822798,154
8,0.0,0.4405757597751065,155
9,0.0,0.42255377573162695,156
10,0.0,0.4045317916881468,157
11,0.0,0.386509807644672,158
12,0.0,0.37032127949984106,159
13,0.0,0.4034707509079225,160
14,0.0,0.33244385551423306,161
15,0.0,0.3158352448905227,162
16,0.0,0.30201521098142137,163
17,0.0,0.28819517707232206,164
18,0.0,0.29089617802000983,165
19,0.0,0.6536904632285219,166
20,0.0,0.7744128719219177,167
21,0.0,0.39604026867383346,168
22,0.0,0.4717210952994538,169
23,0.0,0.5474019219250774,170
24,0.0,0.6230827485506969,171
25,0.0,0.6987635751763178,172
26,0.0,1.5056044256987229,173
27,0.0,1.6274696846615244,174
28,0.0,0.9258060550531798,175
29,0.0,1.001486881678804,176
30,0.0,1.0771677083044224,177
31,0.0,1.152848534930045,178
32,0.0,1.2367307793816398,179
33,0.0,2.606777077423458,180
34,0.7040000000000001,2.783387426820863,181
35,0.0,0.4859627820004606,147
36,0.0,0.5065812709562133,148
37,0.0,0.5271997599119675,149
38,0.0,0.5478182488677203,150
39,0.0,0.5399354418283833,151
40,0.0,0.22438599381096036,152
41,0.0,0.2403822466528197,153
42,0.0,0.4618970043398093,154
43,0.0,0.4405738554603872,155
44,0.0,0.42255187141690825,156
45,0.0,0.4045298873734299,157
46,0.0,0.3865079033299521,158
47,0.0,0.3703272253240414,159
48,0.0,0.40347669673212133,160
49,0.0,0.3324419511995176,161
50,0.0,0.31583373570573325,162
51,0.0,0.3020137017966325,163
52,0.0,0.28819366788753237,164
53,0.0,0.2908955688736931,165
54,0.0,0.6536983843968959,166
55,0.0,0.7744214231887179,167
56,0.0,0.396041876645608,168
57,0.0,0.4717227032712275,169
58,0.0,0.5474035298968485,170
59,0.0,0.6230843565224721,171
60,0.0,0.6987651831480928,172
61,0.0,1.505612976965521,173
62,0.0,1.6274782359283244,174
63,0.0,0.9258076630249539,175
64,0.0,1.0014884896505758,176
65,0.0,1.0771693162761995,177
66,0.0,1.1528501429018165,178
67,0.0,1.2367342703712332,179
68,0.0,2.6067854288723296,180
69,0.0,2.7833970397285146,181
70,0.0,0.48596311662025,147
71,0.0,0.5065816055760033,148
72,0.0,0.527200094531757,149
73,0.0,0.5478185834875097,150
74,0.0,0.5399348570988192,151
75,0.0,0.22438763666822287,152
76,0.0,0.24038388951007744,153
77,0.0,0.46189638049231885,154
78,0.0,0.440573220688814,155
79,0.0,0.42255123664533684,156
80,0.0,0.4045292526018582,157
81,0.0,0.3865072685583795,158
82,0.0,0.3703292072654448,159
83,0.0,0.4034786786735224,160
84,0.0,0.3324413164279432,161
85,0.0,0.3158332326441382,162
86,0.0,0.3020131987350386,163
87,0.0,0.28819316482593604,164
88,0.0,0.29089536582491554,165
89,0.0,0.653701024786353,166
90,0.0,0.7744242736109834,167
91,0.0,0.39604241263619816,168
92,0.0,0.4717232392618165,169
93,0.0,0.5474040658874407,170
94,0.0,0.6230848925130625,171
95,0.0,0.6987657191386838,172
96,0.0,1.5056158273877807,173
97,0.0,1.6274810863505818,174
98,0.6659999999999999,0.9258081990155467,175
99,0.0,1.194357918511606,176
100,1.12,0.9332418945935677,177
101,0.0,1.3913688177446137,178
102,0.0,1.0802885825191237,179
103,0.0,1.9470622402777642,180
104,0.0,3.2702038045518695,181
105,0.0,0.48596345124004,147
106,0.0,0.5065819401957942,148
107,0.0,0.527200429151547,149
108,0.0,0.5478189181072991,150
109,0.0,0.5399342723692572,151
110,0.0,0.2243892795254815,152
111,0.0,0.24038553236733995,153
112,0.0,0.46189575664482657,154
113,0.0,0.4405725859172432,155
114,0.0,0.42255060187376364,156
115,0.0,0.40452861783028615,157
116,0.0,0.38650663378680783,158
117,0.0,0.37033118920684205,159
118,0.0,0.40348066061492116,160
119,0.0,0.33244068165636886,161
120,0.0,0.31583272958254044,162
121,0.0,0.3020126956734391,163
122,0.0,0.2881926617643392,164
123,0.0,0.29089516277614746,165
124,0.0,0.6537036651758145,166
125,0.0,0.7744271240332479,167
126,0.0,0.39604294862678774,168
127,0.0,0.4717237752524105,169
128,0.0,0.5474046018780323,170
