,pluno,bndno,type5,type4,type3,type2,0,1,2,3,4,5
19453,22671054,22671054,22671,2267,226,22,1.126,0.0,0.0,0.0,0.0,0.0
19455,22671055,22671055,22671,2267,226,22,0.41,0.0,0.98,0.544,0.0,0.0
19460,22671056,22671056,22671,2267,226,22,0.0,0.0,0.0,0.36,0.278,0.0
19487,22671057,22671057,22671,2267,226,22,0.982,0.0,0.0,0.0,0.0,0.0
19525,22671058,22671058,22671,2267,226,22,0.0,1.062,1.268,4.998,0.0,0.0
19679,22671060,22671060,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,0.502
19767,22671064,22671064,22671,2267,226,22,0.0,0.0,0.0,0.7979999999999999,0.0,0.79
19775,22671067,22671067,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,0.584
19797,22671069,22671069,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,0.366
19789,22671070,22671070,22671,2267,226,22,0.0,0.0,1.288,0.0,0.0,4.01
19821,22671071,22671071,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,1.892
19819,22671072,22671072,22671,2267,226,22,0.20600000000000002,0.0,0.0,0.0,0.0,0.8959999999999999
19872,22671073,22671073,22671,2267,226,22,0.0,0.0,0.0,0.005,0.0,0.0
19569,22671075,22671075,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,0.14400000000000002
19642,22671076,22671076,22671,2267,226,22,0.0,0.0,0.0,0.43200000000000005,0.0,0.538
19647,22671077,22671077,22671,2267,226,22,0.0,0.0,0.0,0.0,0.9740000000000001,1.676
19651,22671078,22671078,22671,2267,226,22,0.33799999999999997,0.0,0.0,0.0,0.0,0.85
19656,22671079,22671079,22671,2267,226,22,0.0,0.652,0.0,0.23,2.0060000000000002,0.47
19730,22671080,22671080,22671,2267,226,22,0.0,0.0,0.0,0.0,0.0,0.7959999999999999
2217,22700000,22700000,22700,2270,227,22,0.0,0.0,0.0,0.0,0.0,0.45799999999999996
12111,22700003,22700003,22700,2270,227,22,0.0,0.0,0.0,0.001,0.0,0.0
1493,22701000,22701000,22701,2270,227,22,0.002,0.0,0.0,0.0,0.0,0.268
2220,22701003,22701003,22701,2270,227,22,1.203,0.37,1.06,0.16399999999999998,0.0,0.0
10567,22701007,22701007,22701,2270,227,22,0.342,0.0,0.0,0.0,0.0,0.0
15342,22701008,22701008,22701,2270,227,22,1.0339999999999998,0.0,0.278,0.0,0.0,0.0
291,22701009,22701009,22701,2270,227,22,0.32,0.766,0.6739999999999999,0.0,0.0,0.0
716,22701011,22701011,22701,2270,227,22,0.005,0.334,0.0,0.0,0.0,0.0
1724,22701014,22701014,22701,2270,227,22,1.21,3.362,7.628,0.97,2.662,6.214
10563,22701018,22701018,22701,2270,227,22,0.0,0.228,0.0,0.0,0.0,0.0
1687,22701020,22701020,22701,2270,227,22,0.9140000000000001,0.19399999999999998,0.0,0.0,0.0,0.0
10575,22701021,22701021,22701,2270,227,22,0.0,1.58,0.0,0.0,0.0,0.0
478,22702002,22702002,22702,2270,227,22,0.764,0.0,0.0,0.0,0.0,0.0
667,22702003,22702003,22702,2270,227,22,0.0,0.0,0.0,2.5440000000000005,0.782,0.0
15971,22702004,22702004,22702,2270,227,22,0.0,1.068,0.256,0.462,0.0,0.0
1508,22702005,22702005,22702,2270,227,22,1.006,0.6839999999999999,0.0,0.8700000000000001,0.0,1.736
12067,22702006,22702006,22702,2270,227,22,0.17,0.54,0.376,0.0,0.248,0.0
1675,22710000,22710000,22710,2271,227,22,0.888,0.0,0.0,0.0,0.0,0.0
10598,22710003,22710003,22710,2271,227,22,1.628,0.0,0.0,0.0,0.0,0.0
15910,22710005,22710005,22710,2271,227,22,0.588,0.0,0.0,0.0,0.0,0.0
12066,22710009,22710009,22710,2271,227,22,3.4380000000000006,0.0,0.0,0.0,0.0,0.0
360,22711000,22711000,22711,2271,227,22,4.266,0.442,0.0,0.0,0.0,0.0
2227,22712001,22712001,22712,2271,227,22,1.04,0.3,0.302,0.0,0.0,0.0
15273,22713001,22713001,22713,2271,227,22,3.1780000000000004,0.0,0.0,0.204,0.0,0.0
363,22713002,22713002,22713,2271,227,22,2.54,0.0,0.0,0.0,0.0,0.0
15304,22713003,22713003,22713,2271,227,22,0.0,0.0,0.282,0.0,0.0,0.0
591,22713004,22713004,22713,2271,227,22,0.654,0.19,0.0,0.0,0.0,0.0
1548,22713007,22713007,22713,2271,227,22,0.49,0.0,0.0,0.0,0.0,0.0
15569,22713008,22713008,22713,2271,227,22,0.8759999999999999,0.0,0.0,0.0,0.0,0.0
15503,22714000,22714000,22714,2271,227,22,0.21600000000000003,0.0,0.0,0.0,0.0,0.0
1646,22714001,22714001,22714,2271,227,22,1.142,0.0,0.0,0.0,0.0,0.0
1314,22714002,22714002,22714,2271,227,22,1.498,0.546,0.0,0.0,0.0,0.0
15488,22715002,22715002,22715,2271,227,22,0.406,0.0,0.0,0.0,0.0,0.0
15505,22715003,22715003,22715,2271,227,22,0.354,0.0,0.0,0.0,0.0,0.0
15492,22715004,22715004,22715,2271,227,22,0.6799999999999999,0.0,0.0,0.0,0.0,0.0
10503,22715006,22715006,22715,2271,227,22,2.3240000000000003,0.606,0.0,0.0,0.0,0.0
10562,22715007,22715007,22715,2271,227,22,1.014,0.146,0.0,0.0,0.0,0.0
15480,22716000,22716000,22716,2271,227,22,1.048,0.23399999999999999,0.0,0.0,0.0,0.0
15507,22716001,22716001,22716,2271,227,22,0.51,0.0,0.0,0.0,0.0,0.0
15466,22716002,22716002,22716,2271,227,22,0.0,0.418,0.0,0.0,0.0,0.0
15489,22716003,22716003,22716,2271,227,22,0.684,0.0,0.0,0.0,0.0,0.0
15267,22716004,22716004,22716,2271,227,22,0.8180000000000001,0.596,0.0,0.0,0.0,0.0
566,22716005,22716005,22716,2271,227,22,0.21,0.9099999999999999,0.0,0.0,0.0,0.0
10755,22800000,22800000,22800,2280,228,22,0.336,0.314,0.768,0.782,0.9620000000000001,4.032
11400,22800001,22800001,22800,2280,228,22,0.0,0.0,1.3900000000000001,1.94,0.0,1.576
10711,22801000,22801000,22801,2280,228,22,0.0,0.498,0.522,0.3,0.0,1.5679999999999998
10718,22802001,22802001,22802,2280,228,22,0.91,2.1879999999999997,1.734,3.492,1.346,2.144
957,22820000,22820000,22820,2282,228,22,0.0,0.0,0.0,0.06,0.0,0.0
85,22821000,22821000,22821,2282,228,22,0.0,0.0,0.46799999999999997,0.486,0.0,0.0
131,22830000,22830000,22830,2283,228,22,0.22,0.11,0.0,0.0,0.0,0.0
14773,22830002,22830002,22830,2283,228,22,0.1,0.16999999999999998,0.13,0.196,0.0,0.07
14879,22830003,22830003,22830,2283,228,22,0.244,0.092,0.0,0.42400000000000004,0.244,0.172
1239,22830005,22830005,22830,2283,228,22,0.16399999999999998,0.376,0.0,0.122,0.08800000000000001,0.0
11551,22830007,22830007,22830,2283,228,22,0.0,0.13,0.36,0.0,0.0,0.0
14204,22840002,22840002,22840,2284,228,22,0.254,0.23199999999999998,0.0,0.0,0.0,1.382
7333,22850004,22850004,22850,2285,228,22,0.0,0.0,0.374,1.54,0.0,0.0
13439,22851000,22851000,22851,2285,228,22,0.0,0.0,0.0,0.0,0.0,0.34199999999999997
11568,22851001,22851001,22851,2285,228,22,0.0,0.0,0.364,0.5640000000000001,0.0,0.17
14061,22852000,22852000,22852,2285,228,22,0.0,0.0,0.0,0.0,0.0,0.506
15855,22860001,22860001,22860,2286,228,22,0.0,0.0,0.0,4.0,0.006999999999999999,0.0
12132,22870001,22870001,22870,2287,228,22,0.0,0.08199999999999999,0.0,0.08800000000000001,0.0,0.0
12129,22870002,22870002,22870,2287,228,22,0.0,0.07200000000000001,0.0,0.0,0.0,0.0
12147,22870003,22870003,22870,2287,228,22,0.0,0.042,0.0,0.0,0.0,0.0
12134,22870004,22870004,22870,2287,228,22,0.0,0.038,0.0,0.0,0.0,0.0
12150,22870009,22870009,22870,2287,228,22,0.0,0.0,0.066,0.0,0.0,0.0
12107,22870011,22870011,22870,2287,228,22,0.0,0.0,0.055999999999999994,0.0,0.0,0.0
12118,22870016,22870016,22870,2287,228,22,0.0,1.0,0.0,0.0,0.0,0.0
12151,22870021,22870021,22870,2287,228,22,0.0,0.0,0.054000000000000006,0.0,0.0,0.0
8085,22900001,22900001,22900,2290,229,22,0.0,0.0,0.094,0.20400000000000001,0.0,0.0
14282,22900002,22900002,22900,2290,229,22,0.11599999999999999,0.0,0.0,0.0,0.0,0.0
11402,22900005,22900005,22900,2290,229,22,0.0,0.126,0.0,0.0,0.0,0.0
7550,22901000,22901000,22901,2290,229,22,0.0,0.0,0.086,0.18,0.068,0.0
12966,22902012,22902012,22902,2290,229,22,0.0,0.16399999999999998,0.0,0.0,0.0,0.0
11383,22902014,22902014,22902,2290,229,22,0.0,0.0,0.0,0.0,0.0,0.32399999999999995
8612,23110001,23110001,23110,2311,231,23,365.8,356.20000000000005,759.58,451.0,329.0,239.0
13844,23110004,23110004,23110,2311,231,23,0.0,0.0,0.0,0.0,0.0,7.98
14286,23110005,23110005,23110,2311,231,23,0.0,0.0,0.0,6.5,6.5,6.5
9299,23110006,23110006,23110,2311,231,23,779.0,515.0,898.0,679.3,75.0,0.0
9564,23110007,23110007,23110,2311,231,23,72.8,216.0,156.0,132.0,192.0,144.0
8964,23110009,23110009,23110,2311,231,23,483.0,592.0,600.0,540.0,510.0,640.0
9874,23110028,23110028,23110,2311,231,23,0.0,3.0,2.0,1.0,0.0,1.0
8211,23110029,23110029,23110,2311,231,23,1.0,0.0,0.0,0.0,1.0,0.0
22545,23110124,23110124,23110,2311,231,23,0.0,0.0,6.0,0.0,0.0,0.0
7651,23110144,23110144,23110,2311,231,23,0.0,0.0,0.002,0.003,0.002,0.008
20198,23110145,23110145,23110,2311,231,23,1.0,0.0,1.0,0.0,0.0,0.0
8472,23110172,23110172,23110,2311,231,23,0.0,0.0,0.0,0.55,0.0,0.166
13092,23110174,23110174,23110,2311,231,23,1.342,2.134,2.116,0.0,0.0,0.0
8485,23110175,23110175,23110,2311,231,23,2.1159999999999997,2.6000000000000005,1.228,0.0,0.444,0.0
7557,23110184,23110184,23110,2311,231,23,0.0,1.0,0.0,0.0,0.0,1.0
8506,23110185,23110185,23110,2311,231,23,0.0,0.0,3.0,0.0,0.0,0.0
13056,23110186,23110186,23110,2311,231,23,0.0,0.0,0.0,2.0,3.0,1.0
13079,23110187,23110187,23110,2311,231,23,0.0,1.0,0.0,1.0,2.0,2.0
13287,23110188,23110188,23110,2311,231,23,2.0,0.0,0.0,0.0,1.0,0.0
9756,23110189,23110189,23110,2311,231,23,0.0,1.0,0.0,1.0,0.0,0.0
7324,23110190,23110190,23110,2311,231,23,2.0,5.0,1.0,2.0,1.0,1.0
11072,23110192,23110192,23110,2311,231,23,0.0,1.0,0.0,1.0,1.0,2.0
11157,23110193,23110193,23110,2311,231,23,1.0,1.0,0.0,1.0,0.0,1.0
13064,23112002,23112002,23112,2311,231,23,0.0,0.0,0.0,0.48200000000000004,0.0,0.0
19619,23112013,23112013,23112,2311,231,23,0.0,0.0,0.0,0.0,4.0,2.0
2221,23112029,23112029,23112,2311,231,23,3.0,2.0,0.0,2.0,0.0,0.0
7440,23112031,23112031,23112,2311,231,23,0.0,0.0,0.0,0.0,0.0,1.0
8580,23112032,23112032,23112,2311,231,23,2.0,3.0,4.0,2.0,0.0,1.0
11064,23112035,23112035,23112,2311,231,23,0.0,0.0,2.0,0.0,0.0,0.0
11179,23112036,23112036,23112,2311,231,23,1.0,1.0,0.0,0.0,0.0,0.0
20178,23113003,23113003,23113,2311,231,23,0.0,3.0,0.0,0.0,0.0,2.0
20265,23113005,23113005,23113,2311,231,23,0.0,1.0,1.0,1.0,0.0,0.0
1670,23113019,23113019,23113,2311,231,23,0.0,0.0,0.0,0.0,0.0,2.0
12634,23113022,23113022,23113,2311,231,23,0.0,1.0,0.0,0.0,0.0,1.0
12635,23113023,23113023,23113,2311,231,23,1.0,1.0,0.0,1.0,3.0,1.0
2486,23113024,23113024,23113,2311,231,23,1.0,1.0,1.0,2.0,2.0,6.0
2570,23113025,23113025,23113,2311,231,23,0.0,1.0,4.0,0.0,1.0,3.0
2629,23113026,23113026,23113,2311,231,23,1.0,3.0,2.0,1.0,1.0,0.0
8531,23113027,23113027,23113,2311,231,23,2.0,2.0,1.0,6.0,7.0,10.0
7542,23113028,23113028,23113,2311,231,23,0.0,0.0,0.0,0.0,0.0,3.0
7754,23120001,23120001,23120,2312,231,23,4.2379999999999995,1.548,2.8000000000000003,2.918,10.177999999999999,4.3260000000000005
13671,23120059,23120059,23120,2312,231,23,3.0,0.0,0.0,0.0,0.0,1.0
20832,23121045,23121045,23121,2312,231,23,1.0,0.0,0.0,0.0,0.0,0.0
13857,23121048,23121048,23121,2312,231,23,0.0,0.142,0.0,0.0,0.0,0.0
9976,23121051,23121051,23121,2312,231,23,0.758,0.0,0.0,0.0,0.9139999999999999,0.0
9687,23121052,23121052,23121,2312,231,23,2.904,1.424,2.006,1.7799999999999998,0.28,0.0
13122,23121053,23121053,23121,2312,231,23,0.0,0.42600000000000005,0.0,0.0,0.0,0.0
11418,23121054,23121054,23121,2312,231,23,0.0,0.0,0.0,0.0,0.0,1.0
22114,23121061,23121061,23121,2312,231,23,0.0,0.0,1.0,0.0,1.0,0.0
13217,23130012,23130012,23130,2313,231,23,0.0,1.0,0.0,1.0,1.0,3.0
2622,23130073,23130073,23130,2313,231,23,0.0,0.0,0.0,0.0,0.0,1.0
2614,23130075,23130075,23130,2313,231,23,0.0,2.0,0.0,0.0,0.0,0.0
12611,23130079,23130079,23130,2313,231,23,0.0,1.0,0.0,0.0,0.0,1.0
13875,23131002,23131002,23131,2313,231,23,0.012000000000000004,0.010000000000000002,0.016000000000000007,0.014000000000000005,0.02000000000000001,0.009000000000000001
22095,23132060,23132060,23132,2313,231,23,0.0,0.0,0.0,0.0,0.0,3.0
9998,23132061,23132061,23132,2313,231,23,0.016000000000000007,0.015000000000000006,0.006,0.014000000000000005,0.011000000000000003,0.007
7954,23132063,23132063,23132,2313,231,23,0.010000000000000002,0.007,0.010000000000000002,0.006,0.001,0.008
13418,23132068,23132068,23132,2313,231,23,2.724,1.5939999999999999,5.210000000000001,12.318000000000003,6.82,7.838000000000001
13012,23132072,23132072,23132,2313,231,23,0.708,1.0819999999999999,0.0,0.0,1.562,0.0
8264,23133017,23133017,23133,2313,231,23,4.0,0.0,0.0,0.0,0.0,0.0
14360,23134002,23134002,23134,2313,231,23,5.394,0.292,0.56,0.332,2.54,2.778
7685,23134003,23134003,23134,2313,231,23,0.016000000000000007,0.01900000000000001,0.607,0.023000000000000013,0.012000000000000004,0.011000000000000003
11193,23135027,23135027,23135,2313,231,23,1.0,0.0,0.0,0.0,0.0,0.0
11198,23135028,23135028,23135,2313,231,23,2.0,0.0,1.0,0.0,1.0,1.0
11183,23135029,23135029,23135,2313,231,23,0.0,1.0,0.0,0.0,0.0,0.0
19981,23141012,23141012,23141,2314,231,23,0.0,0.0,0.0,0.0,0.0,18.0
14512,23142001,23142001,23142,2314,231,23,0.0,0.0,0.0,0.0,0.0,0.12400000000000001
8242,23142012,23142012,23142,2314,231,23,0.312,0.0,0.544,0.0,0.0,0.326
8397,23142046,23142046,23142,2314,231,23,0.0,0.0,0.0,0.0,23.0,0.0
9684,23150004,23150004,23150,2315,231,23,0.0,1.0,0.0,0.0,0.0,0.0
13411,23171006,23171006,23171,2317,231,23,0.776,0.0,0.0,0.0,0.0,0.0
18383,25005060,25005060,25005,2500,250,25,3.508,5.016,0.0,1.508,0.0,1.508
8427,25012012,25012012,25012,2501,250,25,3.124,0.244,0.996,0.6280000000000001,1.228,0.406
3068,25100108,25100108,25100,2510,251,25,1.346,0.20800000000000002,0.558,1.146,0.308,1.324
19303,25100113,25100113,25100,2510,251,25,0.0,0.002,0.002,0.0,0.001,0.002
7437,25101002,25101002,25101,2510,251,25,1.534,0.0,3.784,2.364,2.4139999999999997,2.55
12781,25101011,25101011,25101,2510,251,25,3.058,1.4619999999999997,4.05,2.99,1.434,1.9319999999999997
13972,25101014,25101014,25101,2510,251,25,0.0,0.0,0.494,0.0,0.0,0.0
18423,25101044,25101044,25101,2510,251,25,28.599999999999998,11.4,15.599999999999996,40.20000000000002,36.39999999999999,41.39999999999999
18717,25101046,25101046,25101,2510,251,25,0.3,2.3,8.6,5.5,1.2,6.4
3015,25102024,25102024,25102,2510,251,25,0.001,0.0,0.0,0.0,0.0,0.0
8546,25110012,25110012,25110,2511,251,25,6.0,6.5,0.0,0.0,2.5,2.0
10113,25111009,25111009,25111,2511,251,25,14.0,77.333,6.0,7.0,0.0,0.0
7997,25111021,25111021,25111,2511,251,25,6.0,0.0,4.0,4.0,2.0,0.0
8406,25111045,25111045,25111,2511,251,25,0.0,0.0,0.0,3.0,25.0,26.0
13668,25111048,25111048,25111,2511,251,25,21.0,26.0,29.0,37.0,32.0,18.0
433,25111051,25111051,25111,2511,251,25,0.0,33.134,24.134,2.0,3.0,10.0
14266,25112007,25112007,25112,2511,251,25,0.0,0.0,0.0,0.0,0.5920000000000001,0.0
14255,25112008,25112008,25112,2511,251,25,0.506,0.0,1.248,0.254,0.282,0.0
14356,25112014,25112014,25112,2511,251,25,0.0,0.0,0.0,0.0,0.282,0.0
22299,25112047,25112047,25112,2511,251,25,0.0,0.0,0.0,0.132,0.0,0.0
13731,25120014,25120014,25120,2512,251,25,6.0,20.667,7.0,3.0,5.0,23.667
9524,25120016,25120016,25120,2512,251,25,0.13700000000000004,0.11500000000000006,0.11000000000000003,0.06900000000000002,0.04700000000000001,0.11600000000000005
3752,25120034,25120034,25120,2512,251,25,0.0,0.0,5.0,5.0,0.0,0.0
3785,25120035,25120035,25120,2512,251,25,6.166,6.2490000000000006,0.0,6.2490000000000006,0.0,0.0
3568,25120036,25120036,25120,2512,251,25,0.0,24.0,112.292,88.876,130.0,144.584
13755,25121001,25121001,25121,2512,251,25,0.0,0.0,1.5,4.5,0.0,0.0
8025,25121003,25121003,25121,2512,251,25,23.155,12.63,2.105,9.368,2.0,2.0
14119,25121013,25121013,25121,2512,251,25,0.306,0.268,0.43800000000000006,0.0,0.0,0.41800000000000004
13861,25121021,25121021,25121,2512,251,25,0.0,0.0,0.001,0.0,0.0,0.0
14235,25121022,25121022,25121,2512,251,25,4.0,8.0,0.0,1.5,3.5,0.0
14547,25121074,25121074,25121,2512,251,25,0.0,2.0,0.0,0.0,0.0,0.0
14443,25130010,25130010,25130,2513,251,25,1.7959999999999998,1.4660000000000002,0.0,1.6860000000000002,0.624,0.8180000000000001
19524,25130014,25130014,25130,2513,251,25,0.81,0.0,0.0,0.0,0.0,0.0
11840,25150001,25150001,25150,2515,251,25,2.092,0.0,0.0,2.092,2.092,0.0
2089,25405948,25405948,25405,2540,254,25,0.0,0.0,0.504,0.0,1.1219999999999999,1.59
13107,27000006,27000006,27000,2700,270,27,0.0,0.486,0.0,0.0,0.0,0.364
9325,27000007,27000007,27000,2700,270,27,0.0,0.666,0.358,0.0,0.0,0.0
13803,27000008,27000008,27000,2700,270,27,0.0,0.0,0.396,0.0,0.0,0.0
14163,27000012,27000012,27000,2700,270,27,0.414,0.0,0.0,0.0,0.17800000000000002,0.158
14179,27000013,27000013,27000,2700,270,27,0.358,0.0,0.0,0.366,0.0,0.0
8632,27000019,27000019,27000,2700,270,27,0.49200000000000005,0.0,0.0,0.0,0.0,0.478
13603,27000020,27000020,27000,2700,270,27,0.0,0.36400000000000005,0.0,0.536,0.282,1.7120000000000002
7576,27000033,27000033,27000,2700,270,27,0.342,0.8540000000000001,0.0,0.0,0.0,0.0
7900,27000034,27000034,27000,2700,270,27,0.0,0.0,0.0,0.254,0.0,0.522
13585,27000037,27000037,27000,2700,270,27,0.42200000000000004,0.42200000000000004,0.43,0.34600000000000003,0.0,0.5800000000000001
13474,27000038,27000038,27000,2700,270,27,0.0,0.0,0.0,0.474,0.0,0.0
7911,27000201,27000201,27000,2700,270,27,0.98,0.0,0.0,0.0,0.0,0.0
11469,27000556,27000556,27000,2700,270,27,0.0,0.0,0.23600000000000002,0.474,0.28,0.0
19015,27000573,27000573,27000,2700,270,27,8.032,4.922,6.213999999999999,5.210000000000001,5.88,3.7600000000000002
18857,27000574,27000574,27000,2700,270,27,0.09200000000000001,0.25200000000000006,0.2720000000000001,0.20500000000000002,0.17,0.2230000000000001
18958,27000575,27000575,27000,2700,270,27,0.218,0.0,0.0,0.0,0.07,0.228
18858,27000576,27000576,27000,2700,270,27,0.055,0.133,0.067,0.084,0.046000000000000006,0.057
19119,27000577,27000577,27000,2700,270,27,0.0,0.0,0.0,0.28600000000000003,0.248,0.013999999999999999
19853,27000578,27000578,27000,2700,270,27,32.0,18.0,20.0,8.0,68.0,32.0
21249,27000581,27000581,27000,2700,270,27,1334.0,8186.0,3228.0,6372.0,8408.0,10288.0
21362,27000582,27000582,27000,2700,270,27,13.625,43.625,35.5,51.75,34.0,51.25
22444,27000583,27000583,27000,2700,270,27,0.0,5.715,0.0,0.0,0.0,0.0
15809,27000611,27000611,27000,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.552
14535,27002042,27002042,27002,2700,270,27,1.514,0.0,0.0,0.0,0.0,0.0
14557,27002045,27002045,27002,2700,270,27,0.8620000000000001,0.0,0.0,0.0,0.0,0.0
15036,27002163,27002163,27002,2700,270,27,0.354,0.162,0.16,0.0,0.142,0.614
15084,27002164,27002164,27002,2700,270,27,0.0,0.0,0.348,0.0,0.0,0.0
15063,27002165,27002165,27002,2700,270,27,0.508,0.23199999999999998,0.0,0.424,0.142,0.42
15092,27002166,27002166,27002,2700,270,27,0.494,0.204,0.0,0.0,0.0,0.21
15093,27002167,27002167,27002,2700,270,27,0.268,0.0,0.52,0.794,1.084,0.784
15113,27002169,27002169,27002,2700,270,27,1.25,0.636,0.5660000000000001,0.448,1.094,0.29600000000000004
15161,27002173,27002173,27002,2700,270,27,0.6380000000000001,0.0,0.268,0.6779999999999999,0.44,0.08
15186,27002174,27002174,27002,2700,270,27,1.8980000000000001,0.424,1.304,1.15,0.628,2.4
15298,27002176,27002176,27002,2700,270,27,0.0,0.34199999999999997,0.0,0.24600000000000002,0.768,0.5740000000000001
15463,27002177,27002177,27002,2700,270,27,0.502,0.0,0.0,0.172,0.138,0.28800000000000003
15490,27002178,27002178,27002,2700,270,27,0.0,0.29600000000000004,0.0,0.0,0.0,0.0
15493,27002182,27002182,27002,2700,270,27,0.0,0.44799999999999995,0.228,0.354,1.012,0.214
15522,27002185,27002185,27002,2700,270,27,0.44,0.0,0.162,0.0,0.0,0.0
15511,27002186,27002186,27002,2700,270,27,0.3,0.182,0.0,0.28,0.22399999999999998,0.29600000000000004
15541,27002187,27002187,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.8119999999999999
15594,27002188,27002188,27002,2700,270,27,0.5760000000000001,1.37,0.9079999999999999,0.308,1.4140000000000001,2.134
15001,27002190,27002190,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.29600000000000004
15032,27002194,27002194,27002,2700,270,27,1.282,1.246,1.1660000000000001,0.506,0.196,1.776
98,27002262,27002262,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.154
104,27002264,27002264,27002,2700,270,27,0.0,0.0,1.24,0.0,0.0,0.0
15968,27002269,27002269,27002,2700,270,27,0.0,0.0,0.0,0.0,0.79,0.762
2345,27002435,27002435,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.7120000000000001
2304,27002436,27002436,27002,2700,270,27,0.0,0.0,0.958,0.402,1.2240000000000002,0.0
2359,27002437,27002437,27002,2700,270,27,0.0,0.0,292.0,0.0,0.0,0.0
10246,27002438,27002438,27002,2700,270,27,0.0,0.0,214.0,124.0,0.0,0.0
2024,27002440,27002440,27002,2700,270,27,0.972,0.988,1.484,2.8320000000000003,1.624,1.5100000000000002
2028,27002441,27002441,27002,2700,270,27,0.0,0.0,0.0,0.0,152.0,0.0
10944,27002495,27002495,27002,2700,270,27,0.0,0.0,0.648,0.0,0.0,0.0
11676,27002554,27002554,27002,2700,270,27,0.0,0.0,0.17800000000000002,0.0,0.134,0.402
11312,27002555,27002555,27002,2700,270,27,1.0539999999999998,1.226,0.706,1.218,1.042,1.142
11403,27002557,27002557,27002,2700,270,27,0.23600000000000002,0.0,0.0,0.42,0.0,0.0
11411,27002558,27002558,27002,2700,270,27,0.0,0.0,0.0,0.0,5.406,0.5760000000000001
11448,27002559,27002559,27002,2700,270,27,0.0,0.0,0.0,0.10400000000000001,0.0,0.10400000000000001
11507,27002560,27002560,27002,2700,270,27,5.0,3.0,11.0,4.0,4.0,0.0
11468,27002561,27002561,27002,2700,270,27,0.0,16.0,0.0,4.0,2.0,0.8
11474,27002562,27002562,27002,2700,270,27,0.0,0.0,0.0,4.8,0.0,0.0
11495,27002563,27002563,27002,2700,270,27,0.0,0.0,0.0,4.0,0.0,0.0
4389,27002572,27002572,27002,2700,270,27,0.0,0.0,0.0,0.0,0.52,0.0
4410,27002573,27002573,27002,2700,270,27,0.0,0.5700000000000001,0.0,0.0,0.142,0.0
4442,27002574,27002574,27002,2700,270,27,0.0,0.0,0.0,4.0,0.0,0.0
4436,27002575,27002575,27002,2700,270,27,0.0,0.0,0.0,0.0,0.48,0.0
4491,27002576,27002576,27002,2700,270,27,0.0,0.0,0.0,0.0,0.38799999999999996,0.0
18411,27002584,27002584,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.005
18439,27002588,27002588,27002,2700,270,27,0.0,0.0,0.0,0.0,0.0,0.001
18438,27002590,27002590,27002,2700,270,27,0.0,0.0,0.001,0.0,0.002,0.0
20248,27002594,27002594,27002,2700,270,27,0.0,0.0,0.336,0.10800000000000001,0.0,0.0
20282,27002595,27002595,27002,2700,270,27,0.0,0.086,0.44400000000000006,0.16599999999999998,0.0,0.0
20862,27002630,27002630,27002,2700,270,27,0.0,0.22,0.0,0.0,0.0,0.0
20793,27002632,27002632,27002,2700,270,27,0.0,0.39799999999999996,0.0,0.0,0.0,0.0
718,27030003,27030003,27030,2703,270,27,0.47200000000000003,0.0,0.0,0.308,0.0,0.0
18737,27030020,27030020,27030,2703,270,27,0.268,0.0,0.0,0.0,0.003,0.0
19124,27100542,27100542,27100,2710,271,27,4.778,4.176,5.744,5.645999999999999,5.738000000000001,7.239999999999998
14422,27200170,27200170,27200,2720,272,27,0.0,0.0,0.01,214.0,0.0,6.9990000000000006
19284,27200924,27200924,27200,2720,272,27,0.02100000000000001,0.017000000000000008,0.01900000000000001,0.02100000000000001,0.02900000000000002,0.01800000000000001
19597,27200925,27200925,27200,2720,272,27,0.018000000000000002,0.02,0.024,0.036,0.018000000000000002,0.03
21583,27200937,27200937,27200,2720,272,27,0.0,0.0,0.196,0.0,0.0,0.0
21533,27200938,27200938,27200,2720,272,27,0.001,0.010000000000000002,0.010000000000000002,0.009000000000000001,0.004,0.013000000000000005
21585,27200939,27200939,27200,2720,272,27,2.132,2.042,1.218,1.71,0.0,0.0
21582,27200940,27200940,27200,2720,272,27,0.762,1.008,0.0,0.0,0.0,0.0
21590,27200941,27200941,27200,2720,272,27,0.001,0.002,0.0,0.001,0.0,0.0
20236,27201062,27201062,27201,2720,272,27,0.0,16.0,0.0,0.0,14.0,0.0
1868,27210006,27210006,27210,2721,272,27,0.0,0.0,0.0,0.0,1.574,2.361
20209,27240000,27240000,27240,2724,272,27,1986.0,1028.0,2042.0,4530.0,530.0,1052.0
3467,27300273,27300273,27300,2730,273,27,16.95,33.75,37.25,94.0,80.0,93.0
4444,27300274,27300274,27300,2730,273,27,26.644,22.793999999999997,10.334,9.494,9.076,8.652999999999999
19920,27300275,27300275,27300,2730,273,27,0.0,0.0,0.0,0.38,0.38,1.9
