,pluno,mybndno,type5,type4,type3,type2,0,1,2,3,4,5
12882,22030008,6876,22030,2203,220,22,0.0,0.0,0.0,0.0,0.652,0.0
12868,22030008,7209,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.5660000000000001
12871,22030008,7651,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.1440000000000001
12870,22030008,7653,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.49
13033,22030008,7734,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.016
12889,22030008,7789,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.968
13043,22030008,8187,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.974
7804,22030010,7184,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.001
7809,22030010,7620,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.024
14205,22030011,436,22030,2203,220,22,1.544,0.0,0.0,0.0,0.0,0.0
14194,22030011,841,22030,2203,220,22,0.6920000000000001,0.0,0.0,0.0,0.0,0.0
14195,22030011,1375,22030,2203,220,22,1.43,0.0,0.0,0.0,0.0,0.0
14207,22030011,3187,22030,2203,220,22,0.0,0.0,0.001,0.0,0.0,0.0
14206,22030011,5079,22030,2203,220,22,0.0,0.0,0.0,1.642,0.0,0.0
14186,22030011,5851,22030,2203,220,22,0.0,0.0,0.0,0.0,0.6759999999999999,0.0
14210,22030011,6487,22030,2203,220,22,0.0,0.0,0.0,0.0,0.38799999999999996,0.0
14216,22030011,6875,22030,2203,220,22,0.0,0.0,0.0,0.0,0.9620000000000001,0.0
14211,22030011,6883,22030,2203,220,22,0.0,0.0,0.0,0.0,0.768,0.0
14214,22030011,7295,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.81
14212,22030011,7305,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.638
14236,22030011,7325,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.892
14218,22030011,7392,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.204
14221,22030011,7540,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.6019999999999999
14217,22030011,7564,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.1540000000000001
14229,22030011,7580,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.6859999999999999
14230,22030011,7606,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.082
14223,22030011,7753,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.39399999999999996
14219,22030011,7781,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.192
14224,22030011,7784,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.588
14220,22030011,7857,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.37
14239,22030011,7914,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.2819999999999998
14238,22030011,7967,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.9
14243,22030011,7979,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.482
14240,22030011,8029,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.738
14242,22030011,8030,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.674
14225,22030011,8040,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.674
14226,22030011,8061,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.008
14231,22030011,8062,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.806
14227,22030011,8173,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.272
14232,22030011,8207,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.8140000000000001
14244,22030011,8259,22030,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.9
1030,22030050,89,22030,2203,220,22,0.966,0.0,0.0,0.0,0.0,0.0
13435,22032000,52,22032,2203,220,22,1.6380000000000001,0.0,0.0,0.0,0.0,0.0
13445,22032000,105,22032,2203,220,22,0.64,0.0,0.0,0.0,0.0,0.0
13483,22032000,196,22032,2203,220,22,0.8340000000000001,0.0,0.0,0.0,0.0,0.0
13458,22032000,246,22032,2203,220,22,0.268,0.0,0.0,0.0,0.0,0.0
13441,22032000,897,22032,2203,220,22,0.836,0.0,0.0,0.0,0.0,0.0
13452,22032000,942,22032,2203,220,22,0.402,0.0,0.0,0.0,0.0,0.0
13442,22032000,956,22032,2203,220,22,1.228,0.0,0.0,0.0,0.0,0.0
13451,22032000,1315,22032,2203,220,22,1.5419999999999998,0.0,0.0,0.0,0.0,0.0
8475,22032012,6824,22032,2203,220,22,0.0,0.0,0.0,0.0,0.004,0.0
8474,22032012,6884,22032,2203,220,22,0.0,0.0,0.0,0.0,0.002,0.0
8480,22032012,7212,22032,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.002
8476,22032012,7259,22032,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.006
4363,22032015,1180,22032,2203,220,22,1.5759999999999998,0.0,0.0,0.0,0.0,0.0
13094,22034000,166,22034,2203,220,22,0.38,0.0,0.0,0.0,0.0,0.0
13091,22034000,209,22034,2203,220,22,0.306,0.0,0.0,0.0,0.0,0.0
13020,22034000,583,22034,2203,220,22,1.446,0.0,0.0,0.0,0.0,0.0
13013,22034000,642,22034,2203,220,22,0.27399999999999997,0.0,0.0,0.0,0.0,0.0
13088,22034000,718,22034,2203,220,22,1.452,0.0,0.0,0.0,0.0,0.0
13017,22034000,750,22034,2203,220,22,0.708,0.0,0.0,0.0,0.0,0.0
13047,22034000,814,22034,2203,220,22,0.7240000000000001,0.0,0.0,0.0,0.0,0.0
13025,22034000,823,22034,2203,220,22,0.632,0.0,0.0,0.0,0.0,0.0
13087,22034000,857,22034,2203,220,22,0.61,0.0,0.0,0.0,0.0,0.0
13010,22034000,1221,22034,2203,220,22,1.048,0.0,0.0,0.0,0.0,0.0
13019,22034000,1387,22034,2203,220,22,0.812,0.0,0.0,0.0,0.0,0.0
13011,22034000,1632,22034,2203,220,22,0.0,0.56,0.0,0.0,0.0,0.0
12999,22034000,1771,22034,2203,220,22,0.0,0.402,0.0,0.0,0.0,0.0
13008,22034000,1775,22034,2203,220,22,0.0,0.001,0.0,0.0,0.0,0.0
12864,22034000,1790,22034,2203,220,22,0.0,0.532,0.0,0.0,0.0,0.0
12872,22034000,1796,22034,2203,220,22,0.0,0.38,0.0,0.0,0.0,0.0
12865,22034000,1822,22034,2203,220,22,0.0,0.408,0.0,0.0,0.0,0.0
13166,22034000,1851,22034,2203,220,22,0.0,0.001,0.0,0.0,0.0,0.0
13160,22034000,1897,22034,2203,220,22,0.0,0.7020000000000001,0.0,0.0,0.0,0.0
13161,22034000,1912,22034,2203,220,22,0.0,0.486,0.0,0.0,0.0,0.0
13158,22034000,1917,22034,2203,220,22,0.0,0.6659999999999999,0.0,0.0,0.0,0.0
13157,22034000,1919,22034,2203,220,22,0.0,0.826,0.0,0.0,0.0,0.0
13665,22034000,1985,22034,2203,220,22,0.0,1.194,0.0,0.0,0.0,0.0
13152,22034000,2003,22034,2203,220,22,0.0,0.001,0.0,0.0,0.0,0.0
13153,22034000,2224,22034,2203,220,22,0.0,0.934,0.0,0.0,0.0,0.0
13155,22034000,2301,22034,2203,220,22,0.0,0.25,0.0,0.0,0.0,0.0
9792,22034000,2509,22034,2203,220,22,0.0,1.072,0.0,0.0,0.0,0.0
9789,22034000,2847,22034,2203,220,22,0.0,0.64,0.0,0.0,0.0,0.0
9791,22034000,2889,22034,2203,220,22,0.0,0.462,0.0,0.0,0.0,0.0
9790,22034000,2906,22034,2203,220,22,0.0,0.0,0.63,0.0,0.0,0.0
9811,22034000,3182,22034,2203,220,22,0.0,0.0,1.1,0.0,0.0,0.0
9809,22034000,3188,22034,2203,220,22,0.0,0.0,0.934,0.0,0.0,0.0
10234,22034000,3232,22034,2203,220,22,0.0,0.0,0.456,0.0,0.0,0.0
10235,22034000,3266,22034,2203,220,22,0.0,0.0,0.6,0.0,0.0,0.0
12772,22034000,3344,22034,2203,220,22,0.0,0.0,1.56,0.0,0.0,0.0
9799,22034000,4245,22034,2203,220,22,0.0,0.0,0.3,0.0,0.0,0.0
9800,22034000,4327,22034,2203,220,22,0.0,0.0,0.0,1.514,0.0,0.0
9801,22034000,4382,22034,2203,220,22,0.0,0.0,0.0,0.816,0.0,0.0
12873,22034000,4454,22034,2203,220,22,0.0,0.0,0.0,0.674,0.0,0.0
12848,22034000,4606,22034,2203,220,22,0.0,0.0,0.0,1.574,0.0,0.0
12850,22034000,4699,22034,2203,220,22,0.0,0.0,0.0,0.324,0.0,0.0
12852,22034000,4826,22034,2203,220,22,0.0,0.0,0.0,0.9079999999999999,0.0,0.0
12849,22034000,4864,22034,2203,220,22,0.0,0.0,0.0,0.418,0.0,0.0
12863,22034000,5051,22034,2203,220,22,0.0,0.0,0.0,0.6579999999999999,0.0,0.0
12851,22034000,5639,22034,2203,220,22,0.0,0.0,0.0,0.56,0.0,0.0
9731,22034001,7554,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.408
9639,22034001,7610,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.772
9638,22034001,7611,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.654
9640,22034001,7977,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.3019999999999998
13482,22034002,7463,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.496
13481,22034002,7464,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.43799999999999994
13436,22034002,8246,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.8320000000000001
13597,22034003,2733,22034,2203,220,22,0.0,0.71,0.0,0.0,0.0,0.0
9226,22034004,1463,22034,2203,220,22,1.91,0.0,0.0,0.0,0.0,0.0
9250,22034004,1580,22034,2203,220,22,0.0,1.01,0.0,0.0,0.0,0.0
9170,22034004,2489,22034,2203,220,22,0.0,0.79,0.0,0.0,0.0,0.0
9174,22034004,2641,22034,2203,220,22,0.0,0.266,0.0,0.0,0.0,0.0
9168,22034004,3383,22034,2203,220,22,0.0,0.0,0.9,0.0,0.0,0.0
9192,22034004,4544,22034,2203,220,22,0.0,0.0,0.0,0.722,0.0,0.0
9167,22034004,5082,22034,2203,220,22,0.0,0.0,0.0,1.328,0.0,0.0
9196,22034004,5971,22034,2203,220,22,0.0,0.0,0.0,0.0,0.506,0.0
10099,22034006,1531,22034,2203,220,22,0.0,0.001,0.0,0.0,0.0,0.0
10074,22034006,1551,22034,2203,220,22,0.0,0.001,0.0,0.0,0.0,0.0
13860,22034007,5976,22034,2203,220,22,0.0,0.0,0.0,0.0,1.3780000000000001,0.0
981,22034021,7366,22034,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.6659999999999999
19251,22034026,1295,22034,2203,220,22,0.81,0.0,0.0,0.0,0.0,0.0
19254,22034026,1574,22034,2203,220,22,0.0,1.0,0.0,0.0,0.0,0.0
19279,22034026,1694,22034,2203,220,22,0.0,1.0,0.0,0.0,0.0,0.0
19278,22034026,1707,22034,2203,220,22,0.0,1.0,0.0,0.0,0.0,0.0
19280,22034026,1711,22034,2203,220,22,0.0,0.968,0.0,0.0,0.0,0.0
19253,22034026,1727,22034,2203,220,22,0.0,1.0,0.0,0.0,0.0,0.0
19274,22034026,1774,22034,2203,220,22,0.0,1.028,0.0,0.0,0.0,0.0
19291,22034026,1923,22034,2203,220,22,0.0,1.15,0.0,0.0,0.0,0.0
19293,22034026,1993,22034,2203,220,22,0.0,1.0,0.0,0.0,0.0,0.0
19294,22034026,1997,22034,2203,220,22,0.0,1.2,0.0,0.0,0.0,0.0
19305,22034026,2089,22034,2203,220,22,0.0,0.306,0.0,0.0,0.0,0.0
19298,22034026,2289,22034,2203,220,22,0.0,0.6459999999999999,0.0,0.0,0.0,0.0
19301,22034026,2525,22034,2203,220,22,0.0,0.84,0.0,0.0,0.0,0.0
19306,22034026,2642,22034,2203,220,22,0.0,1.5319999999999998,0.0,0.0,0.0,0.0
19290,22034026,2675,22034,2203,220,22,0.0,0.738,0.0,0.0,0.0,0.0
19216,22034026,4520,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19227,22034026,4532,22034,2203,220,22,0.0,0.0,0.0,0.848,0.0,0.0
19218,22034026,4549,22034,2203,220,22,0.0,0.0,0.0,1.4280000000000002,0.0,0.0
19217,22034026,4623,22034,2203,220,22,0.0,0.0,0.0,1.442,0.0,0.0
19230,22034026,4642,22034,2203,220,22,0.0,0.0,0.0,0.738,0.0,0.0
19208,22034026,4802,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19220,22034026,4823,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19225,22034026,4851,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19219,22034026,4868,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19224,22034026,5429,22034,2203,220,22,0.0,0.0,0.0,1.3559999999999999,0.0,0.0
19231,22034026,5459,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
19204,22034026,5662,22034,2203,220,22,0.0,0.0,0.0,1.0,0.0,0.0
13271,22035000,5102,22035,2203,220,22,0.0,0.0,0.0,0.466,0.0,0.0
13277,22035000,5222,22035,2203,220,22,0.0,0.0,0.0,0.456,0.0,0.0
13272,22035000,5301,22035,2203,220,22,0.0,0.0,0.0,0.534,0.0,0.0
13273,22035000,5454,22035,2203,220,22,0.0,0.0,0.0,0.354,0.0,0.0
13270,22035000,5681,22035,2203,220,22,0.0,0.0,0.0,0.426,0.0,0.0
13249,22035000,5875,22035,2203,220,22,0.0,0.0,0.0,0.0,0.758,0.0
13269,22035000,5921,22035,2203,220,22,0.0,0.0,0.0,0.0,0.92,0.0
13143,22035000,5931,22035,2203,220,22,0.0,0.0,0.0,0.0,1.048,0.0
13145,22035000,5932,22035,2203,220,22,0.0,0.0,0.0,0.0,0.618,0.0
13140,22035000,5935,22035,2203,220,22,0.0,0.0,0.0,0.0,0.5920000000000001,0.0
13141,22035000,5944,22035,2203,220,22,0.0,0.0,0.0,0.0,0.92,0.0
13137,22035000,5948,22035,2203,220,22,0.0,0.0,0.0,0.0,1.208,0.0
13226,22035000,5958,22035,2203,220,22,0.0,0.0,0.0,0.0,0.9620000000000001,0.0
13232,22035000,5963,22035,2203,220,22,0.0,0.0,0.0,0.0,0.662,0.0
13228,22035000,5965,22035,2203,220,22,0.0,0.0,0.0,0.0,1.24,0.0
13229,22035000,5969,22035,2203,220,22,0.0,0.0,0.0,0.0,1.156,0.0
13230,22035000,5970,22035,2203,220,22,0.0,0.0,0.0,0.0,1.666,0.0
13259,22035000,5972,22035,2203,220,22,0.0,0.0,0.0,0.0,0.614,0.0
13224,22035000,5980,22035,2203,220,22,0.0,0.0,0.0,0.0,0.578,0.0
13231,22035000,5995,22035,2203,220,22,0.0,0.0,0.0,0.0,0.6,0.0
13248,22035000,6003,22035,2203,220,22,0.0,0.0,0.0,0.0,0.39399999999999996,0.0
13216,22035000,6007,22035,2203,220,22,0.0,0.0,0.0,0.0,0.524,0.0
13223,22035000,6010,22035,2203,220,22,0.0,0.0,0.0,0.0,0.652,0.0
13257,22035000,6022,22035,2203,220,22,0.0,0.0,0.0,0.0,1.436,0.0
13213,22035000,6044,22035,2203,220,22,0.0,0.0,0.0,0.0,0.748,0.0
13225,22035000,6055,22035,2203,220,22,0.0,0.0,0.0,0.0,0.33799999999999997,0.0
13209,22035000,6065,22035,2203,220,22,0.0,0.0,0.0,0.0,0.9359999999999999,0.0
13193,22035000,6162,22035,2203,220,22,0.0,0.0,0.0,0.0,0.67,0.0
13233,22035000,6186,22035,2203,220,22,0.0,0.0,0.0,0.0,0.596,0.0
13260,22035000,6216,22035,2203,220,22,0.0,0.0,0.0,0.0,0.89,0.0
13274,22035000,6242,22035,2203,220,22,0.0,0.0,0.0,0.0,0.642,0.0
13284,22035000,6243,22035,2203,220,22,0.0,0.0,0.0,0.0,0.762,0.0
13296,22035000,6413,22035,2203,220,22,0.0,0.0,0.0,0.0,0.526,0.0
13293,22035000,6499,22035,2203,220,22,0.0,0.0,0.0,0.0,0.602,0.0
13292,22035000,6501,22035,2203,220,22,0.0,0.0,0.0,0.0,0.364,0.0
13409,22035000,6707,22035,2203,220,22,0.0,0.0,0.0,0.0,0.344,0.0
13289,22035000,6853,22035,2203,220,22,0.0,0.0,0.0,0.0,0.001,0.0
13285,22035000,6920,22035,2203,220,22,0.0,0.0,0.0,0.0,1.1079999999999999,0.0
13275,22035000,6932,22035,2203,220,22,0.0,0.0,0.0,0.0,0.402,0.0
13281,22035000,6942,22035,2203,220,22,0.0,0.0,0.0,0.0,0.562,0.0
13136,22035000,7059,22035,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.45399999999999996
13138,22035000,7080,22035,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.634
13139,22035000,7226,22035,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.57
13426,22035000,7902,22035,2203,220,22,0.0,0.0,0.0,0.0,0.0,1.402
1833,22035007,6334,22035,2203,220,22,0.0,0.0,0.0,0.0,0.924,0.0
1832,22035007,6456,22035,2203,220,22,0.0,0.0,0.0,0.0,0.486,0.0
1828,22035007,6545,22035,2203,220,22,0.0,0.0,0.0,0.0,0.44799999999999995,0.0
1851,22035009,7637,22035,2203,220,22,0.0,0.0,0.0,0.0,0.0,0.946
10101,22035013,151,22035,2203,220,22,0.001,0.0,0.0,0.0,0.0,0.0
12867,22036000,94,22036,2203,220,22,1.5519999999999998,0.0,0.0,0.0,0.0,0.0
12854,22036000,104,22036,2203,220,22,1.6740000000000002,0.0,0.0,0.0,0.0,0.0
12853,22036000,165,22036,2203,220,22,1.136,0.0,0.0,0.0,0.0,0.0
12877,22036000,185,22036,2203,220,22,0.8859999999999999,0.0,0.0,0.0,0.0,0.0
12862,22036000,210,22036,2203,220,22,1.3559999999999999,0.0,0.0,0.0,0.0,0.0
12858,22036000,224,22036,2203,220,22,1.23,0.0,0.0,0.0,0.0,0.0
12857,22036000,235,22036,2203,220,22,1.284,0.0,0.0,0.0,0.0,0.0
12856,22036000,236,22036,2203,220,22,1.682,0.0,0.0,0.0,0.0,0.0
12878,22036000,264,22036,2203,220,22,1.6780000000000002,0.0,0.0,0.0,0.0,0.0
12869,22036000,298,22036,2203,220,22,1.518,0.0,0.0,0.0,0.0,0.0
12855,22036000,310,22036,2203,220,22,1.206,0.0,0.0,0.0,0.0,0.0
12859,22036000,421,22036,2203,220,22,1.56,0.0,0.0,0.0,0.0,0.0
12876,22036000,514,22036,2203,220,22,0.938,0.0,0.0,0.0,0.0,0.0
12958,22036000,521,22036,2203,220,22,2.656,0.0,0.0,0.0,0.0,0.0
12960,22036000,544,22036,2203,220,22,0.612,0.0,0.0,0.0,0.0,0.0
12968,22036000,549,22036,2203,220,22,0.8440000000000001,0.0,0.0,0.0,0.0,0.0
12981,22036000,573,22036,2203,220,22,1.288,0.0,0.0,0.0,0.0,0.0
12959,22036000,641,22036,2203,220,22,0.904,0.0,0.0,0.0,0.0,0.0
12971,22036000,708,22036,2203,220,22,1.464,0.0,0.0,0.0,0.0,0.0
12976,22036000,770,22036,2203,220,22,1.946,0.0,0.0,0.0,0.0,0.0
12974,22036000,842,22036,2203,220,22,0.002,0.0,0.0,0.0,0.0,0.0
12950,22036000,850,22036,2203,220,22,1.318,0.0,0.0,0.0,0.0,0.0
12901,22036000,871,22036,2203,220,22,1.034,0.0,0.0,0.0,0.0,0.0
12888,22036000,890,22036,2203,220,22,1.3940000000000001,0.0,0.0,0.0,0.0,0.0
12900,22036000,926,22036,2203,220,22,0.836,0.0,0.0,0.0,0.0,0.0
12917,22036000,928,22036,2203,220,22,1.64,0.0,0.0,0.0,0.0,0.0
12902,22036000,933,22036,2203,220,22,0.77,0.0,0.0,0.0,0.0,0.0
12890,22036000,941,22036,2203,220,22,1.254,0.0,0.0,0.0,0.0,0.0
12926,22036000,964,22036,2203,220,22,0.82,0.0,0.0,0.0,0.0,0.0
12949,22036000,1042,22036,2203,220,22,1.516,0.0,0.0,0.0,0.0,0.0
12944,22036000,1047,22036,2203,220,22,1.3719999999999999,0.0,0.0,0.0,0.0,0.0
12947,22036000,1052,22036,2203,220,22,2.2119999999999997,0.0,0.0,0.0,0.0,0.0
12975,22036000,1101,22036,2203,220,22,0.9179999999999999,0.0,0.0,0.0,0.0,0.0
12980,22036000,1139,22036,2203,220,22,1.138,0.0,0.0,0.0,0.0,0.0
12952,22036000,1175,22036,2203,220,22,0.7559999999999999,0.0,0.0,0.0,0.0,0.0
12978,22036000,1176,22036,2203,220,22,1.16,0.0,0.0,0.0,0.0,0.0
12953,22036000,1177,22036,2203,220,22,1.252,0.0,0.0,0.0,0.0,0.0
12954,22036000,1190,22036,2203,220,22,1.02,0.0,0.0,0.0,0.0,0.0
12861,22036000,1214,22036,2203,220,22,0.5,0.0,0.0,0.0,0.0,0.0
12880,22036000,1265,22036,2203,220,22,0.68,0.0,0.0,0.0,0.0,0.0
12879,22036000,1269,22036,2203,220,22,2.298,0.0,0.0,0.0,0.0,0.0
12881,22036000,1275,22036,2203,220,22,1.814,0.0,0.0,0.0,0.0,0.0
12860,22036000,1346,22036,2203,220,22,1.078,0.0,0.0,0.0,0.0,0.0
12904,22036000,1393,22036,2203,220,22,1.208,0.0,0.0,0.0,0.0,0.0
12910,22036000,1438,22036,2203,220,22,1.28,0.0,0.0,0.0,0.0,0.0
12925,22036000,1449,22036,2203,220,22,0.89,0.0,0.0,0.0,0.0,0.0
12912,22036000,1454,22036,2203,220,22,1.294,0.0,0.0,0.0,0.0,0.0
12886,22036000,1466,22036,2203,220,22,1.99,0.0,0.0,0.0,0.0,0.0
12887,22036000,1478,22036,2203,220,22,0.0,3.472,0.0,0.0,0.0,0.0
12932,22036000,1523,22036,2203,220,22,0.0,1.6540000000000001,0.0,0.0,0.0,0.0
12896,22036000,1536,22036,2203,220,22,0.0,0.752,0.0,0.0,0.0,0.0
12930,22036000,1549,22036,2203,220,22,0.0,1.584,0.0,0.0,0.0,0.0
12915,22036000,1622,22036,2203,220,22,0.0,0.508,0.0,0.0,0.0,0.0
12933,22036000,1657,22036,2203,220,22,0.0,1.056,0.0,0.0,0.0,0.0
12895,22036000,1667,22036,2203,220,22,0.0,1.8619999999999999,0.0,0.0,0.0,0.0
12897,22036000,1682,22036,2203,220,22,0.0,0.706,0.0,0.0,0.0,0.0
12931,22036000,1695,22036,2203,220,22,0.0,0.746,0.0,0.0,0.0,0.0
12927,22036000,1773,22036,2203,220,22,0.0,1.002,0.0,0.0,0.0,0.0
12844,22036000,1825,22036,2203,220,22,0.0,2.008,0.0,0.0,0.0,0.0
12833,22036000,1870,22036,2203,220,22,0.0,1.242,0.0,0.0,0.0,0.0
12773,22036000,1915,22036,2203,220,22,0.0,1.068,0.0,0.0,0.0,0.0
12778,22036000,2019,22036,2203,220,22,0.0,0.5820000000000001,0.0,0.0,0.0,0.0
12779,22036000,2045,22036,2203,220,22,0.0,1.724,0.0,0.0,0.0,0.0
10231,22036000,2197,22036,2203,220,22,0.0,0.8740000000000001,0.0,0.0,0.0,0.0
12816,22036000,2316,22036,2203,220,22,0.0,0.782,0.0,0.0,0.0,0.0
12810,22036000,2353,22036,2203,220,22,0.0,1.042,0.0,0.0,0.0,0.0
12790,22036000,2378,22036,2203,220,22,0.0,0.976,0.0,0.0,0.0,0.0
12821,22036000,2458,22036,2203,220,22,0.0,1.666,0.0,0.0,0.0,0.0
12843,22036000,2539,22036,2203,220,22,0.0,1.348,0.0,0.0,0.0,0.0
12815,22036000,2622,22036,2203,220,22,0.0,1.092,0.0,0.0,0.0,0.0
12794,22036000,2698,22036,2203,220,22,0.0,1.1079999999999999,0.0,0.0,0.0,0.0
12817,22036000,2709,22036,2203,220,22,0.0,1.6,0.0,0.0,0.0,0.0
12789,22036000,2718,22036,2203,220,22,0.0,0.48200000000000004,0.0,0.0,0.0,0.0
12774,22036000,2735,22036,2203,220,22,0.0,0.8859999999999999,0.0,0.0,0.0,0.0
12775,22036000,2739,22036,2203,220,22,0.0,1.6580000000000001,0.0,0.0,0.0,0.0
12784,22036000,2752,22036,2203,220,22,0.0,1.308,0.0,0.0,0.0,0.0
12795,22036000,2759,22036,2203,220,22,0.0,1.324,0.0,0.0,0.0,0.0
12804,22036000,2760,22036,2203,220,22,0.0,1.128,0.0,0.0,0.0,0.0
12806,22036000,2810,22036,2203,220,22,0.0,0.396,0.0,0.0,0.0,0.0
12793,22036000,2924,22036,2203,220,22,0.0,0.0,1.804,0.0,0.0,0.0
12780,22036000,2943,22036,2203,220,22,0.0,0.0,0.932,0.0,0.0,0.0
12792,22036000,2975,22036,2203,220,22,0.0,0.0,0.536,0.0,0.0,0.0
10226,22036000,3144,22036,2203,220,22,0.0,0.0,2.1919999999999997,0.0,0.0,0.0
10225,22036000,3199,22036,2203,220,22,0.0,0.0,0.652,0.0,0.0,0.0
10230,22036000,3213,22036,2203,220,22,0.0,0.0,1.044,0.0,0.0,0.0
10219,22036000,3215,22036,2203,220,22,0.0,0.0,0.96,0.0,0.0,0.0
12769,22036000,3247,22036,2203,220,22,0.0,0.0,1.036,0.0,0.0,0.0
10232,22036000,3251,22036,2203,220,22,0.0,0.0,1.286,0.0,0.0,0.0
10229,22036000,3269,22036,2203,220,22,0.0,0.0,0.8640000000000001,0.0,0.0,0.0
10224,22036000,3276,22036,2203,220,22,0.0,0.0,1.624,0.0,0.0,0.0
10222,22036000,3281,22036,2203,220,22,0.0,0.0,0.99,0.0,0.0,0.0
12768,22036000,3285,22036,2203,220,22,0.0,0.0,1.46,0.0,0.0,0.0
10218,22036000,3371,22036,2203,220,22,0.0,0.0,1.304,0.0,0.0,0.0
10220,22036000,3374,22036,2203,220,22,0.0,0.0,1.17,0.0,0.0,0.0
10228,22036000,3444,22036,2203,220,22,0.0,0.0,1.47,0.0,0.0,0.0
10212,22036000,3445,22036,2203,220,22,0.0,0.0,2.198,0.0,0.0,0.0
10217,22036000,3461,22036,2203,220,22,0.0,0.0,1.082,0.0,0.0,0.0
10205,22036000,3514,22036,2203,220,22,0.0,0.0,0.898,0.0,0.0,0.0
10214,22036000,3522,22036,2203,220,22,0.0,0.0,1.608,0.0,0.0,0.0
10208,22036000,3545,22036,2203,220,22,0.0,0.0,0.96,0.0,0.0,0.0
10216,22036000,3615,22036,2203,220,22,0.0,0.0,1.05,0.0,0.0,0.0
10213,22036000,3657,22036,2203,220,22,0.0,0.0,1.29,0.0,0.0,0.0
10215,22036000,3677,22036,2203,220,22,0.0,0.0,0.534,0.0,0.0,0.0
10207,22036000,3680,22036,2203,220,22,0.0,0.0,1.578,0.0,0.0,0.0
10206,22036000,3702,22036,2203,220,22,0.0,0.0,1.508,0.0,0.0,0.0
10203,22036000,3757,22036,2203,220,22,0.0,0.0,0.434,0.0,0.0,0.0
10227,22036000,3790,22036,2203,220,22,0.0,0.0,1.85,0.0,0.0,0.0
10202,22036000,3841,22036,2203,220,22,0.0,0.0,0.8240000000000001,0.0,0.0,0.0
10188,22036000,3948,22036,2203,220,22,0.0,0.0,0.828,0.0,0.0,0.0
10171,22036000,3961,22036,2203,220,22,0.0,0.0,0.688,0.0,0.0,0.0
10179,22036000,3985,22036,2203,220,22,0.0,0.0,1.04,0.0,0.0,0.0
10178,22036000,3992,22036,2203,220,22,0.0,0.0,1.34,0.0,0.0,0.0
10176,22036000,4027,22036,2203,220,22,0.0,0.0,0.612,0.0,0.0,0.0
10166,22036000,4088,22036,2203,220,22,0.0,0.0,1.036,0.0,0.0,0.0
10167,22036000,4093,22036,2203,220,22,0.0,0.0,1.892,0.0,0.0,0.0
