,pluno,mybndno,type5,type4,type3,type2,0,1,2,3,4,5
15794,22002239,6094,22002,2200,220,22,0.0,0.0,0.0,0.0,0.932,0.0
15786,22002239,6100,22002,2200,220,22,0.0,0.0,0.0,0.0,0.782,0.0
15799,22002239,6340,22002,2200,220,22,0.0,0.0,0.0,0.0,0.792,0.0
15816,22002239,6399,22002,2200,220,22,0.0,0.0,0.0,0.0,1.018,0.0
15825,22002239,6657,22002,2200,220,22,0.0,0.0,0.0,0.0,1.186,0.0
15824,22002239,6667,22002,2200,220,22,0.0,0.0,0.0,0.0,1.092,0.0
15812,22002239,6704,22002,2200,220,22,0.0,0.0,0.0,0.0,1.102,0.0
15823,22002239,6748,22002,2200,220,22,0.0,0.0,0.0,0.0,1.0659999999999998,0.0
15805,22002239,6842,22002,2200,220,22,0.0,0.0,0.0,0.0,1.716,0.0
15836,22002239,6934,22002,2200,220,22,0.0,0.0,0.0,0.0,0.726,0.0
15826,22002239,6949,22002,2200,220,22,0.0,0.0,0.0,0.0,1.244,0.0
15827,22002239,6975,22002,2200,220,22,0.0,0.0,0.0,0.0,0.736,0.0
15837,22002239,7041,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.99
15829,22002239,7202,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.9
15841,22002239,7286,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.294
15828,22002239,7324,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.168
15835,22002239,7333,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.706
15830,22002239,7365,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.9240000000000002
15843,22002239,7449,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.494
15842,22002239,7639,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.66
15851,22002239,7790,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.72
15943,22002240,3345,22002,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
15941,22002240,3638,22002,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
15937,22002240,5035,22002,2200,220,22,0.0,0.0,0.0,0.8540000000000001,0.0,0.0
15936,22002240,5061,22002,2200,220,22,0.0,0.0,0.0,1.12,0.0,0.0
15935,22002240,5176,22002,2200,220,22,0.0,0.0,0.0,0.978,0.0,0.0
15898,22002240,5447,22002,2200,220,22,0.0,0.0,0.0,0.8340000000000001,0.0,0.0
15923,22002240,5453,22002,2200,220,22,0.0,0.0,0.0,0.878,0.0,0.0
15924,22002240,5457,22002,2200,220,22,0.0,0.0,0.0,0.606,0.0,0.0
15922,22002240,5605,22002,2200,220,22,0.0,0.0,0.0,0.688,0.0,0.0
15921,22002240,5607,22002,2200,220,22,0.0,0.0,0.0,0.71,0.0,0.0
15946,22002240,6079,22002,2200,220,22,0.0,0.0,0.0,0.0,1.0959999999999999,0.0
15952,22002240,6175,22002,2200,220,22,0.0,0.0,0.0,0.0,0.972,0.0
15944,22002240,6199,22002,2200,220,22,0.0,0.0,0.0,0.0,1.304,0.0
15955,22002240,6357,22002,2200,220,22,0.0,0.0,0.0,0.0,1.412,0.0
15945,22002240,6378,22002,2200,220,22,0.0,0.0,0.0,0.0,0.92,0.0
15949,22002240,6441,22002,2200,220,22,0.0,0.0,0.0,0.0,1.036,0.0
15969,22002240,6502,22002,2200,220,22,0.0,0.0,0.0,0.0,0.396,0.0
15958,22002240,6536,22002,2200,220,22,0.0,0.0,0.0,0.0,0.612,0.0
15963,22002240,6672,22002,2200,220,22,0.0,0.0,0.0,0.0,0.63,0.0
15904,22002240,6699,22002,2200,220,22,0.0,0.0,0.0,0.0,0.99,0.0
15913,22002240,6737,22002,2200,220,22,0.0,0.0,0.0,0.0,1.472,0.0
15957,22002240,6772,22002,2200,220,22,0.0,0.0,0.0,0.0,0.9,0.0
15866,22002240,6817,22002,2200,220,22,0.0,0.0,0.0,0.0,1.13,0.0
15964,22002240,6820,22002,2200,220,22,0.0,0.0,0.0,0.0,1.038,0.0
15867,22002240,6835,22002,2200,220,22,0.0,0.0,0.0,0.0,1.514,0.0
15871,22002240,6919,22002,2200,220,22,0.0,0.0,0.0,0.0,0.7,0.0
15872,22002240,6948,22002,2200,220,22,0.0,0.0,0.0,0.0,1.546,0.0
15870,22002240,6985,22002,2200,220,22,0.0,0.0,0.0,0.0,0.894,0.0
15869,22002240,7061,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.7959999999999999
15868,22002240,7323,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.8240000000000001
0,22002240,8145,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.42200000000000004
15967,22002240,8203,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.001
100,22002242,6988,22002,2200,220,22,0.0,0.0,0.0,0.0,1.624,0.0
96,22002242,7142,22002,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.998
13431,22003000,3322,22003,2200,220,22,0.0,0.0,0.414,0.0,0.0,0.0
7495,22003002,6605,22003,2200,220,22,0.0,0.0,0.0,0.0,0.484,0.0
7497,22003002,7625,22003,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.596
7544,22003002,7938,22003,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.792
7533,22003002,7978,22003,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.166
644,22004008,3666,22004,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
642,22004008,4246,22004,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
643,22004008,4753,22004,2200,220,22,0.0,0.0,0.0,0.294,0.0,0.0
638,22004008,4811,22004,2200,220,22,0.0,0.0,0.0,0.434,0.0,0.0
633,22004008,5165,22004,2200,220,22,0.0,0.0,0.0,0.414,0.0,0.0
628,22004008,5383,22004,2200,220,22,0.0,0.0,0.0,0.41600000000000004,0.0,0.0
632,22004008,5492,22004,2200,220,22,0.0,0.0,0.0,0.34,0.0,0.0
622,22004008,6066,22004,2200,220,22,0.0,0.0,0.0,0.0,0.616,0.0
623,22004008,6146,22004,2200,220,22,0.0,0.0,0.0,0.0,0.446,0.0
652,22004008,6505,22004,2200,220,22,0.0,0.0,0.0,0.0,0.001,0.0
676,22004008,6669,22004,2200,220,22,0.0,0.0,0.0,0.0,0.748,0.0
675,22004008,6796,22004,2200,220,22,0.0,0.0,0.0,0.0,0.192,0.0
13444,22005000,5241,22005,2200,220,22,0.0,0.0,0.0,0.6940000000000001,0.0,0.0
13448,22005000,5323,22005,2200,220,22,0.0,0.0,0.0,0.76,0.0,0.0
13434,22005000,5481,22005,2200,220,22,0.0,0.0,0.0,0.626,0.0,0.0
13440,22005000,5495,22005,2200,220,22,0.0,0.0,0.0,0.946,0.0,0.0
13432,22005000,5755,22005,2200,220,22,0.0,0.0,0.0,0.0,0.9159999999999999,0.0
13447,22005000,5917,22005,2200,220,22,0.0,0.0,0.0,0.0,0.93,0.0
13437,22005000,5918,22005,2200,220,22,0.0,0.0,0.0,0.0,0.5720000000000001,0.0
13532,22005000,6453,22005,2200,220,22,0.0,0.0,0.0,0.0,0.486,0.0
13710,22005000,6600,22005,2200,220,22,0.0,0.0,0.0,0.0,1.048,0.0
13711,22005000,8120,22005,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.001
14309,22005001,6082,22005,2200,220,22,0.0,0.0,0.0,0.0,0.474,0.0
14543,22005006,6765,22005,2200,220,22,0.0,0.0,0.0,0.0,0.46,0.0
14533,22005006,6771,22005,2200,220,22,0.0,0.0,0.0,0.0,0.7979999999999999,0.0
14532,22005006,6981,22005,2200,220,22,0.0,0.0,0.0,0.0,0.618,0.0
14534,22005006,7052,22005,2200,220,22,0.0,0.0,0.0,0.0,0.0,1.022
14769,22005006,7332,22005,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.43799999999999994
8069,22007004,1552,22007,2200,220,22,0.0,0.684,0.0,0.0,0.0,0.0
9470,22007005,134,22007,2200,220,22,0.5760000000000001,0.0,0.0,0.0,0.0,0.0
9461,22007005,208,22007,2200,220,22,0.434,0.0,0.0,0.0,0.0,0.0
9460,22007005,251,22007,2200,220,22,0.38,0.0,0.0,0.0,0.0,0.0
9468,22007005,279,22007,2200,220,22,0.606,0.0,0.0,0.0,0.0,0.0
9469,22007005,441,22007,2200,220,22,1.216,0.0,0.0,0.0,0.0,0.0
9464,22007005,662,22007,2200,220,22,0.318,0.0,0.0,0.0,0.0,0.0
9472,22007005,1317,22007,2200,220,22,0.36,0.0,0.0,0.0,0.0,0.0
9491,22007005,1385,22007,2200,220,22,0.636,0.0,0.0,0.0,0.0,0.0
8622,22007005,2091,22007,2200,220,22,0.0,0.622,0.0,0.0,0.0,0.0
9487,22007005,2644,22007,2200,220,22,0.0,0.726,0.0,0.0,0.0,0.0
9488,22007005,2925,22007,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
9489,22007005,2928,22007,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
9490,22007005,2940,22007,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
8634,22007005,3476,22007,2200,220,22,0.0,0.0,0.452,0.0,0.0,0.0
8637,22007005,3761,22007,2200,220,22,0.0,0.0,0.001,0.0,0.0,0.0
8624,22007005,3829,22007,2200,220,22,0.0,0.0,0.662,0.0,0.0,0.0
8638,22007005,4904,22007,2200,220,22,0.0,0.0,0.0,0.5479999999999999,0.0,0.0
8636,22007005,5239,22007,2200,220,22,0.0,0.0,0.0,1.12,0.0,0.0
8639,22007005,5443,22007,2200,220,22,0.0,0.0,0.0,0.716,0.0,0.0
8629,22007005,6451,22007,2200,220,22,0.0,0.0,0.0,0.0,0.43,0.0
8643,22007005,7309,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.7240000000000001
165,22007008,7406,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.91
164,22007008,7424,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.622
14051,22007011,1672,22007,2200,220,22,0.0,0.35600000000000004,0.0,0.0,0.0,0.0
14050,22007011,2206,22007,2200,220,22,0.0,0.005,0.0,0.0,0.0,0.0
14049,22007011,2475,22007,2200,220,22,0.0,0.27,0.0,0.0,0.0,0.0
14043,22007011,2748,22007,2200,220,22,0.0,0.23800000000000002,0.0,0.0,0.0,0.0
14039,22007011,2776,22007,2200,220,22,0.0,0.23399999999999999,0.0,0.0,0.0,0.0
14062,22007011,3146,22007,2200,220,22,0.0,0.0,0.34,0.0,0.0,0.0
14058,22007011,3152,22007,2200,220,22,0.0,0.0,0.322,0.0,0.0,0.0
14045,22007011,4141,22007,2200,220,22,0.0,0.0,0.41,0.0,0.0,0.0
14040,22007011,4822,22007,2200,220,22,0.0,0.0,0.0,0.001,0.0,0.0
11391,22007019,1911,22007,2200,220,22,0.0,0.358,0.0,0.0,0.0,0.0
9236,22007022,5583,22007,2200,220,22,0.0,0.0,0.0,0.434,0.0,0.0
9223,22007022,7006,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.504
9234,22007022,7056,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.474
88,22007026,2380,22007,2200,220,22,0.0,0.516,0.0,0.0,0.0,0.0
91,22007026,2959,22007,2200,220,22,0.0,0.0,0.976,0.0,0.0,0.0
93,22007026,2984,22007,2200,220,22,0.0,0.0,0.8440000000000001,0.0,0.0,0.0
87,22007026,3314,22007,2200,220,22,0.0,0.0,0.322,0.0,0.0,0.0
86,22007026,3474,22007,2200,220,22,0.0,0.0,0.624,0.0,0.0,0.0
15561,22007026,3631,22007,2200,220,22,0.0,0.0,0.5720000000000001,0.0,0.0,0.0
15562,22007026,3641,22007,2200,220,22,0.0,0.0,0.698,0.0,0.0,0.0
92,22007026,3965,22007,2200,220,22,0.0,0.0,1.226,0.0,0.0,0.0
83,22007026,4068,22007,2200,220,22,0.0,0.0,0.514,0.0,0.0,0.0
2231,22007027,100,22007,2200,220,22,0.47,0.0,0.0,0.0,0.0,0.0
2235,22007027,231,22007,2200,220,22,0.732,0.0,0.0,0.0,0.0,0.0
2236,22007027,280,22007,2200,220,22,0.708,0.0,0.0,0.0,0.0,0.0
2245,22007027,393,22007,2200,220,22,0.6779999999999999,0.0,0.0,0.0,0.0,0.0
2240,22007027,400,22007,2200,220,22,0.8420000000000001,0.0,0.0,0.0,0.0,0.0
2229,22007027,416,22007,2200,220,22,0.63,0.0,0.0,0.0,0.0,0.0
2233,22007027,604,22007,2200,220,22,0.6679999999999999,0.0,0.0,0.0,0.0,0.0
2232,22007027,1232,22007,2200,220,22,0.52,0.0,0.0,0.0,0.0,0.0
2224,22007027,1258,22007,2200,220,22,0.322,0.0,0.0,0.0,0.0,0.0
2228,22007027,1314,22007,2200,220,22,0.6579999999999999,0.0,0.0,0.0,0.0,0.0
2249,22007027,3255,22007,2200,220,22,0.0,0.0,0.624,0.0,0.0,0.0
1919,22007031,825,22007,2200,220,22,0.5,0.0,0.0,0.0,0.0,0.0
1914,22007031,1759,22007,2200,220,22,0.0,1.4,0.0,0.0,0.0,0.0
1876,22007031,4144,22007,2200,220,22,0.0,0.0,1.75,0.0,0.0,0.0
1967,22007031,4203,22007,2200,220,22,0.0,0.0,1.75,0.0,0.0,0.0
1941,22007031,6202,22007,2200,220,22,0.0,0.0,0.0,0.0,0.79,0.0
1913,22007031,6780,22007,2200,220,22,0.0,0.0,0.0,0.0,0.495,0.0
1961,22007031,7175,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.495
1966,22007031,7340,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.4
1962,22007031,7343,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.4
1964,22007031,7344,22007,2200,220,22,0.0,0.0,0.0,0.0,0.0,0.4
