,0,1,2,3,4,5
25012,3.124,0.244,0.996,0.6280000000000001,1.228,0.406
25111,41.0,136.46699999999998,63.134,53.0,62.0,54.0
22511,0.44799999999999995,1.354,0.616,392.44,0.42200000000000004,0.0
22008,44.627,41.946000000000005,43.358000000000004,59.626999999999995,19.134999999999998,9.486
22013,39.084,19.785999999999998,6.011,0.0,0.522,0.442
22120,25.03800000000001,278.259,3.6189999999999993,2.02,0.292,0.382
22103,48.42700000000001,28.159000000000006,41.369,22.61,40.28800000000001,25.569999999999997
27300,48.628,61.34599999999999,53.78200000000001,108.78599999999999,93.614,106.95499999999998
22190,10.914000000000003,7.292000000000001,3.9460000000000006,0.21400000000000002,0.428,0.187
23110,1711.0579999999998,1696.9339999999997,2429.9259999999995,1818.3529999999998,1121.946,1046.654
22172,13.963,6.152,11.202,8.985999999999999,7.177,1.8940000000000001
25120,12.302999999999997,51.031,124.402,103.194,135.04700000000003,168.367
22101,11.046000000000001,9.576,5.985999999999999,8.574,9.379999999999999,5.030000000000001
22710,6.542000000000001,0.0,0.0,0.0,0.0,0.0
22601,22.924,11.36,25.034,12.926000000000002,10.554,15.342000000000002
22102,43.48400000000001,29.506000000000004,58.782999999999994,68.702,76.50000000000003,34.085999999999984
22500,4.868,29.798999999999992,14.319999999999997,26.887,28.233999999999998,10.143
22602,0.33,1.492,0.0,0.0,0.0,0.43200000000000005
23133,4.0,0.0,0.0,0.0,0.0,0.0
23132,3.4579999999999975,2.697999999999999,5.226000000000003,12.338000000000003,8.394,10.853000000000002
22111,38.762,25.804000000000002,27.999999999999996,24.102000000000004,36.178000000000004,20.168000000000003
22830,0.728,0.8780000000000001,0.49,0.7420000000000001,0.332,0.242
22712,1.04,0.3,0.302,0.0,0.0,0.0
22713,7.738,0.19,0.282,0.204,0.0,0.0
22132,1.1389999999999998,1.152,1.324,0.596,0.496,0.46799999999999997
22130,16.605999999999998,23.563000000000006,19.415999999999997,6.196,3.8920000000000003,4.462
27200,2.9349999999999983,3.098999999999996,1.4769999999999983,215.77700000000007,0.051000000000000024,7.0600000000000005
27240,1986.0,1028.0,2042.0,4530.0,530.0,1052.0
27000,1391.03,8261.439,3291.473000000002,6439.985000000001,8517.153999999999,10379.897999999997
23134,5.410000000000004,0.311,1.1669999999999996,0.35500000000000004,2.5519999999999996,2.7889999999999993
23121,4.661999999999999,1.9919999999999995,3.006,1.7799999999999998,2.194,1.0
22032,8.963999999999999,0.0,0.0,0.0,0.006,0.008
22040,5.946,2.813,1.379,3.173,0.001,3.264
27002,18.148000000000007,28.03,528.625,155.40999999999997,177.034,17.362
27400,131.15000000000003,1.7280000000000002,2.4619999999999993,1655.9719999999995,2.7439999999999998,177.008
27410,518.9859999999994,237.69800000000006,189.68200000000007,214.55199999999996,126.52600000000001,515.1439999999997
22701,5.03,6.834,9.64,1.134,2.662,6.482000000000001
22631,2.746,2.54,1.5939999999999999,3.8899999999999997,1.284,0.5860000000000001
23120,7.238000000000001,1.548,2.8000000000000003,2.918,10.177999999999999,5.3260000000000005
22630,2.264,3.8160000000000003,2.5799999999999996,6.518000000000001,8.16,10.524
22604,0.43799999999999994,0.0,0.6,2.612,3.2699999999999996,3.5079999999999996
22621,0.358,0.0,0.622,0.386,0.964,1.134
22021,25.102000000000004,11.350000000000001,14.642000000000001,57.786,7.069999999999999,7.791
22702,1.94,2.2920000000000003,0.632,3.8760000000000003,1.03,1.736
22030,4.632,0.0,0.001,3.782,5.252,38.584999999999994
22603,1.354,0.74,2.696,9.786,7.36,3.2880000000000003
22036,60.858,38.73400000000001,47.27400000000001,43.14400000000001,28.080999999999996,30.297999999999995
22007,11.253999999999998,5.409000000000001,12.09,2.819,1.7149999999999999,9.809000000000001
25150,2.092,0.0,0.0,2.092,2.092,0.0
25101,33.492000000000004,15.161999999999999,32.52799999999999,51.05400000000002,41.448,52.28200000000001
22010,9.750000000000002,10.154,4.932,0.0,0.345,1.604
22711,4.266,0.442,0.0,0.0,0.0,0.0
23131,0.012000000000000004,0.010000000000000002,0.016000000000000007,0.014000000000000005,0.02000000000000001,0.009000000000000001
23113,5.0,13.0,9.0,11.0,14.0,28.0
22035,0.001,0.0,0.0,2.236,27.897000000000013,4.006
22020,15.849999999999998,11.371999999999998,35.422,60.218,126.828,17.316000000000003
22180,1.392,3.466,0.756,0.0,0.33,0.436
22034,11.112,25.703000000000003,6.48,22.307999999999996,1.8840000000000001,5.568
22160,1.46,0.41,0.5720000000000001,0.0,0.0,2.056
25121,27.461000000000002,22.898000000000003,4.0440000000000005,15.368,5.5,2.418
22012,28.934,3.352,0.0,0.0,0.0,0.0
22110,4.098,6.518000000000001,0.0,1.032,0.0,4.378
27100,4.778,4.176,5.744,5.645999999999999,5.738000000000001,7.239999999999998
22503,386.0,0.632,0.0,0.7,0.0,0.0
22610,0.48,1.05,2.018,3.226,1.99,4.506
